entry_utc,event_slug,market_slug,city,target_date,side,bucket,tier,price,shares,stake,fee,trigger_ask,peak_ask,potential_profit,status,payout,pnl,settle_utc
2026-07-18T15:49:42Z,highest-temperature-in-london-on-july-18-2026,highest-temperature-in-london-on-july-18-2026-21c,london,2026-07-18,YES,21°C,85-97c,0.903,11.07,10.0,0.0485,0.903,0.903,1.02,won,11.07,1.02,2026-07-19T08:25:32Z
2026-07-18T15:49:42Z,highest-temperature-in-madrid-on-july-18-2026,highest-temperature-in-madrid-on-july-18-2026-35c,madrid,2026-07-18,YES,35°C,85-97c,0.85,11.76,10.0,0.075,0.85,0.85,1.68,lost,0.0,-10.07,2026-07-19T08:25:32Z
2026-07-18T16:21:45Z,highest-temperature-in-panama-city-on-july-18-2026,highest-temperature-in-panama-city-on-july-18-2026-34c,panama-city,2026-07-18,YES,34°C,65-74c,0.65,15.38,10.0,0.1749,0.65,0.65,5.21,lost,0.0,-10.17,2026-07-19T08:25:32Z
2026-07-18T17:06:18Z,highest-temperature-in-sao-paulo-on-july-18-2026,highest-temperature-in-sao-paulo-on-july-18-2026-25c,sao-paulo,2026-07-18,NO,25°C,20-29c,0.78,12.82,10.0,0.11,0.29,0.43,2.71,won,12.82,2.71,2026-07-19T08:25:32Z
2026-07-18T17:22:09Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-86-87f,chicago,2026-07-18,NO,86-87°F,10-19c,0.82,12.2,10.0,0.09,0.19,0.56,2.11,won,12.2,2.11,2026-07-19T08:25:32Z
2026-07-18T17:33:15Z,highest-temperature-in-sao-paulo-on-july-18-2026,highest-temperature-in-sao-paulo-on-july-18-2026-24c,sao-paulo,2026-07-18,YES,24°C,65-74c,0.66,15.15,10.0,0.17,0.66,0.66,4.98,won,15.15,4.98,2026-07-19T08:25:32Z
2026-07-18T17:37:54Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-88-89f,chicago,2026-07-18,NO,88-89°F,20-29c,0.92,10.87,10.0,0.04,0.23,0.55,0.83,won,10.87,0.83,2026-07-19T08:25:32Z
2026-07-18T17:42:13Z,highest-temperature-in-sao-paulo-on-july-18-2026,highest-temperature-in-sao-paulo-on-july-18-2026-24c,sao-paulo,2026-07-18,YES,24°C,85-97c,0.85,11.76,10.0,0.075,0.85,0.85,1.68,won,11.76,1.68,2026-07-19T08:25:32Z
2026-07-18T17:42:13Z,highest-temperature-in-sao-paulo-on-july-18-2026,highest-temperature-in-sao-paulo-on-july-18-2026-25c,sao-paulo,2026-07-18,NO,25°C,10-19c,0.91,10.99,10.0,0.045,0.14,0.43,0.95,won,10.99,0.95,2026-07-19T08:25:32Z
2026-07-18T17:46:57Z,highest-temperature-in-atlanta-on-july-18-2026,highest-temperature-in-atlanta-on-july-18-2026-92-93f,atlanta,2026-07-18,YES,92-93°F,65-74c,0.67,14.93,10.0,0.1651,0.67,0.67,4.76,won,14.93,4.76,2026-07-19T08:25:32Z
2026-07-18T17:51:50Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-66-67f,san-francisco,2026-07-18,NO,66-67°F,20-29c,0.77,12.99,10.0,0.115,0.24,0.44,2.88,open,,,
2026-07-18T18:02:07Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-66-67f,san-francisco,2026-07-18,NO,66-67°F,10-19c,0.83,12.05,10.0,0.085,0.18,0.44,1.97,open,,,
2026-07-18T18:02:07Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-26c,toronto,2026-07-18,NO,26°C,20-29c,0.8,12.5,10.0,0.1,0.239,0.548,2.4,won,12.5,2.4,2026-07-19T08:25:32Z
2026-07-18T18:07:18Z,highest-temperature-in-panama-city-on-july-18-2026,highest-temperature-in-panama-city-on-july-18-2026-33c,panama-city,2026-07-18,YES,33°C,85-97c,0.87,11.49,10.0,0.065,0.87,0.87,1.43,won,11.49,1.43,2026-07-19T08:25:32Z
2026-07-18T18:07:18Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-27c,toronto,2026-07-18,YES,27°C,65-74c,0.67,14.93,10.0,0.1651,0.67,0.67,4.76,lost,0.0,-10.17,2026-07-19T08:25:32Z
2026-07-18T18:12:29Z,highest-temperature-in-atlanta-on-july-18-2026,highest-temperature-in-atlanta-on-july-18-2026-90-91f,atlanta,2026-07-18,NO,90-91°F,10-19c,0.96,10.42,10.0,0.02,0.19,0.51,0.4,won,10.42,0.4,2026-07-19T08:25:32Z
2026-07-18T18:28:06Z,highest-temperature-in-miami-on-july-18-2026,highest-temperature-in-miami-on-july-18-2026-88-89f,miami,2026-07-18,YES,88-89°F,65-74c,0.74,13.51,10.0,0.13,0.74,0.74,3.38,lost,0.0,-10.13,2026-07-19T08:25:32Z
2026-07-18T18:32:51Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-68-69f,san-francisco,2026-07-18,YES,68-69°F,65-74c,0.65,15.38,10.0,0.1749,0.65,0.65,5.21,open,,,
2026-07-18T18:32:51Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-86-87f,chicago,2026-07-18,NO,86-87°F,20-29c,0.98,10.2,10.0,0.01,0.27,0.56,0.19,won,10.2,0.19,2026-07-19T08:25:32Z
2026-07-18T18:38:01Z,highest-temperature-in-dallas-on-july-18-2026,highest-temperature-in-dallas-on-july-18-2026-96-97f,dallas,2026-07-18,YES,96-97°F,65-74c,0.65,15.38,10.0,0.1749,0.65,0.65,5.21,won,15.38,5.21,2026-07-19T08:25:32Z
2026-07-18T18:43:10Z,highest-temperature-in-atlanta-on-july-18-2026,highest-temperature-in-atlanta-on-july-18-2026-90-91f,atlanta,2026-07-18,NO,90-91°F,20-29c,0.84,11.9,10.0,0.08,0.28,0.51,1.82,won,11.9,1.82,2026-07-19T08:25:32Z
2026-07-18T18:53:30Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-88-89f,chicago,2026-07-18,NO,88-89°F,10-19c,0.88,11.36,10.0,0.06,0.13,0.55,1.3,won,11.36,1.3,2026-07-19T08:25:32Z
2026-07-18T18:58:42Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-90-91f,chicago,2026-07-18,NO,90-91°F,10-19c,0.93,10.75,10.0,0.035,0.15,0.62,0.71,lost,0.0,-10.04,2026-07-19T08:25:32Z
2026-07-18T19:03:47Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-90-91f,chicago,2026-07-18,YES,90-91°F,65-74c,0.67,14.93,10.0,0.1651,0.67,0.67,4.76,won,14.93,4.76,2026-07-19T08:25:32Z
2026-07-18T19:03:47Z,highest-temperature-in-austin-on-july-18-2026,highest-temperature-in-austin-on-july-18-2026-94-95f,austin,2026-07-18,YES,94-95°F,65-74c,0.69,14.49,10.0,0.155,0.69,0.69,4.33,won,14.49,4.33,2026-07-19T08:25:32Z
2026-07-18T19:03:47Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-92-93f,denver,2026-07-18,YES,92-93°F,65-74c,0.7,14.29,10.0,0.15,0.7,0.7,4.14,lost,0.0,-10.15,2026-07-19T08:25:32Z
2026-07-18T19:14:09Z,highest-temperature-in-mexico-city-on-july-18-2026,highest-temperature-in-mexico-city-on-july-18-2026-24c,mexico-city,2026-07-18,YES,24°C,65-74c,0.66,15.15,10.0,0.17,0.66,0.66,4.98,lost,0.0,-10.17,2026-07-19T08:25:32Z
2026-07-18T19:29:40Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-29c,toronto,2026-07-18,NO,29°C,10-19c,0.917,10.91,10.0,0.0415,0.118,0.641,0.87,won,10.91,0.87,2026-07-19T08:25:32Z
2026-07-18T19:45:09Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-28c,toronto,2026-07-18,YES,28°C,85-97c,0.92,10.87,10.0,0.04,0.92,0.92,0.83,won,10.87,0.83,2026-07-19T08:25:32Z
2026-07-18T19:45:09Z,highest-temperature-in-miami-on-july-18-2026,highest-temperature-in-miami-on-july-18-2026-90-91f,miami,2026-07-18,YES,90-91°F,85-97c,0.9,11.11,10.0,0.05,0.9,0.9,1.06,won,11.11,1.06,2026-07-19T08:25:32Z
2026-07-18T19:45:09Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-68-69f,san-francisco,2026-07-18,NO,68-69°F,20-29c,0.958,10.44,10.0,0.021,0.252,0.66,0.42,open,,,
2026-07-18T19:50:19Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-68-69f,san-francisco,2026-07-18,NO,68-69°F,10-19c,0.968,10.33,10.0,0.016,0.1,0.66,0.31,open,,,
2026-07-18T19:50:19Z,highest-temperature-in-mexico-city-on-july-18-2026,highest-temperature-in-mexico-city-on-july-18-2026-25c,mexico-city,2026-07-18,NO,25°C,20-29c,0.8,12.5,10.0,0.1,0.29,0.5,2.4,lost,0.0,-10.1,2026-07-19T08:25:32Z
2026-07-18T19:55:30Z,highest-temperature-in-atlanta-on-july-18-2026,highest-temperature-in-atlanta-on-july-18-2026-92-93f,atlanta,2026-07-18,YES,92-93°F,85-97c,0.88,11.36,10.0,0.06,0.88,0.88,1.3,won,11.36,1.3,2026-07-19T08:25:32Z
2026-07-18T19:55:30Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-88-89f,chicago,2026-07-18,YES,88-89°F,85-97c,0.85,11.76,10.0,0.075,0.85,0.85,1.68,lost,0.0,-10.07,2026-07-19T08:25:32Z
2026-07-18T19:55:30Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-90-91f,chicago,2026-07-18,NO,90-91°F,20-29c,0.91,10.99,10.0,0.045,0.2,0.69,0.95,lost,0.0,-10.04,2026-07-19T08:25:32Z
2026-07-18T20:02:03Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-88-89f,chicago,2026-07-18,YES,88-89°F,65-74c,0.72,13.89,10.0,0.14,0.72,0.72,3.75,lost,0.0,-10.14,2026-07-19T08:25:32Z
2026-07-18T20:10:56Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-70-71f,san-francisco,2026-07-18,YES,70-71°F,65-74c,0.71,14.08,10.0,0.145,0.71,0.71,3.94,open,,,
2026-07-18T20:15:49Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-96-97f,denver,2026-07-18,NO,96-97°F,10-19c,0.939,10.65,10.0,0.0305,0.166,0.548,0.62,won,10.65,0.62,2026-07-19T08:25:32Z
2026-07-18T20:15:49Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-94-95f,denver,2026-07-18,NO,94-95°F,20-29c,0.91,10.99,10.0,0.045,0.24,0.51,0.95,lost,0.0,-10.04,2026-07-19T08:25:32Z
2026-07-18T20:20:59Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-70-71f,san-francisco,2026-07-18,YES,70-71°F,85-97c,0.86,11.63,10.0,0.07,0.86,0.86,1.56,open,,,
2026-07-18T20:20:59Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-94-95f,denver,2026-07-18,NO,94-95°F,10-19c,0.91,10.99,10.0,0.045,0.15,0.51,0.95,lost,0.0,-10.04,2026-07-19T08:25:32Z
2026-07-18T20:25:51Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-96-97f,denver,2026-07-18,NO,96-97°F,20-29c,0.947,10.56,10.0,0.0265,0.249,0.548,0.53,won,10.56,0.53,2026-07-19T08:25:32Z
2026-07-18T20:41:21Z,highest-temperature-in-dallas-on-july-18-2026,highest-temperature-in-dallas-on-july-18-2026-94-95f,dallas,2026-07-18,NO,94-95°F,10-19c,0.93,10.75,10.0,0.035,0.16,0.53,0.71,won,10.75,0.71,2026-07-19T08:25:32Z
2026-07-18T20:46:06Z,highest-temperature-in-chicago-on-july-18-2026,highest-temperature-in-chicago-on-july-18-2026-90-91f,chicago,2026-07-18,YES,90-91°F,85-97c,0.94,10.64,10.0,0.03,0.94,0.94,0.61,won,10.64,0.61,2026-07-19T08:25:32Z
2026-07-18T20:46:06Z,highest-temperature-in-houston-on-july-18-2026,highest-temperature-in-houston-on-july-18-2026-94-95f,houston,2026-07-18,YES,94-95°F,65-74c,0.69,14.49,10.0,0.155,0.69,0.69,4.33,lost,0.0,-10.15,2026-07-19T08:25:32Z
2026-07-18T20:51:17Z,highest-temperature-in-mexico-city-on-july-18-2026,highest-temperature-in-mexico-city-on-july-18-2026-25c,mexico-city,2026-07-18,YES,25°C,85-97c,0.9,11.11,10.0,0.05,0.9,0.9,1.06,won,11.11,1.06,2026-07-19T08:25:32Z
2026-07-18T20:56:27Z,highest-temperature-in-panama-city-on-july-18-2026,highest-temperature-in-panama-city-on-july-18-2026-34c,panama-city,2026-07-18,YES,34°C,85-97c,0.921,10.86,10.0,0.0395,0.921,0.921,0.82,lost,0.0,-10.04,2026-07-19T08:25:32Z
2026-07-18T21:02:58Z,highest-temperature-in-austin-on-july-18-2026,highest-temperature-in-austin-on-july-18-2026-96-97f,austin,2026-07-18,NO,96-97°F,20-29c,0.88,11.36,10.0,0.06,0.26,0.6,1.3,won,11.36,1.3,2026-07-19T08:25:32Z
2026-07-18T21:11:22Z,highest-temperature-in-houston-on-july-18-2026,highest-temperature-in-houston-on-july-18-2026-92-93f,houston,2026-07-18,YES,92-93°F,65-74c,0.69,14.49,10.0,0.155,0.69,0.69,4.33,won,14.49,4.33,2026-07-19T08:25:32Z
2026-07-18T21:16:32Z,highest-temperature-in-austin-on-july-18-2026,highest-temperature-in-austin-on-july-18-2026-94-95f,austin,2026-07-18,YES,94-95°F,85-97c,0.89,11.24,10.0,0.055,0.89,0.89,1.19,won,11.24,1.19,2026-07-19T08:25:32Z
2026-07-18T21:16:32Z,highest-temperature-in-seattle-on-july-18-2026,highest-temperature-in-seattle-on-july-18-2026-74-75f,seattle,2026-07-18,YES,74-75°F,65-74c,0.67,14.93,10.0,0.1651,0.67,0.67,4.76,open,,,
2026-07-18T21:16:32Z,highest-temperature-in-austin-on-july-18-2026,highest-temperature-in-austin-on-july-18-2026-96-97f,austin,2026-07-18,NO,96-97°F,10-19c,0.89,11.24,10.0,0.055,0.19,0.6,1.19,won,11.24,1.19,2026-07-19T08:25:32Z
2026-07-18T21:26:51Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-72-73f,san-francisco,2026-07-18,YES,72-73°F,65-74c,0.691,14.47,10.0,0.1545,0.691,0.691,4.32,open,,,
2026-07-18T21:32:01Z,highest-temperature-in-houston-on-july-18-2026,highest-temperature-in-houston-on-july-18-2026-92-93f,houston,2026-07-18,YES,92-93°F,85-97c,0.85,11.76,10.0,0.075,0.85,0.85,1.68,won,11.76,1.68,2026-07-19T08:25:32Z
2026-07-18T21:37:10Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-72-73f,san-francisco,2026-07-18,YES,72-73°F,85-97c,0.856,11.68,10.0,0.072,0.856,0.856,1.61,open,,,
2026-07-18T21:52:41Z,highest-temperature-in-dallas-on-july-18-2026,highest-temperature-in-dallas-on-july-18-2026-94-95f,dallas,2026-07-18,NO,94-95°F,20-29c,0.96,10.42,10.0,0.02,0.21,0.59,0.4,won,10.42,0.4,2026-07-19T08:25:32Z
2026-07-18T21:57:51Z,highest-temperature-in-dallas-on-july-18-2026,highest-temperature-in-dallas-on-july-18-2026-96-97f,dallas,2026-07-18,YES,96-97°F,85-97c,0.92,10.87,10.0,0.04,0.92,0.92,0.83,won,10.87,0.83,2026-07-19T08:25:32Z
2026-07-18T22:23:34Z,highest-temperature-in-denver-on-july-18-2026,highest-temperature-in-denver-on-july-18-2026-92-93f,denver,2026-07-18,YES,92-93°F,85-97c,0.9,11.11,10.0,0.05,0.9,0.9,1.06,lost,0.0,-10.05,2026-07-19T08:25:32Z
