scan_utc,kind,event_slug,detail,edge,sum_ask,sum_bid,market_prob,model_prob,volume24hr,liquidity,note
2026-07-23T09:35:25Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $65,659, DVOL 39%; mua NO @0.150; RONG +0.045 sau phi",0.0448,,,0.86,0.7963,1730.352471,20922.5218,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-23T09:35:25Z,negrisk_buy_all,pro-football-bills-vspt-dolphins-season-series-winner,3 o | tong mua 0.940 + phi 0.027 = 0.967 | nhan 1.000 | RONG +0.033,0.033,0.94,0.89,,,7138.548765,24517.2027,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T09:35:25Z,negrisk_buy_all,pro-football-cardinals-vspt-49ers-season-series-winner,3 o | tong mua 0.950 + phi 0.026 = 0.976 | nhan 1.000 | RONG +0.024,0.0241,0.95,0.87,,,10064.325202999997,20795.747,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T09:35:25Z,negrisk_buy_all,pro-football-cardinals-vspt-seahawks-season-series-winner,3 o | tong mua 0.960 + phi 0.023 = 0.983 | nhan 1.000 | RONG +0.017,0.0171,0.96,0.913,,,10643.098885000001,16373.8455,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T09:35:25Z,negrisk_gan_dat,pro-football-bengals-vspt-browns-season-series-winner,3 o | mua 0.980 + phi 0.030 -> RONG -0.010 (thieu 0.020),-0.0097,0.98,0.92,,,9388.977813999998,13015.7717,CHUA DANG VAO - chi theo doi
2026-07-23T16:13:09Z,negrisk_buy_all,pro-football-lions-vspt-packers-season-series-winner,3 o | tong mua 0.920 + phi 0.030 = 0.950 | nhan 1.000 | RONG +0.050,0.0505,0.92,0.87,,,10288.797086999999,17180.9466,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T16:13:09Z,negrisk_buy_all,pro-football-cardinals-vspt-49ers-season-series-winner,3 o | tong mua 0.940 + phi 0.025 = 0.965 | nhan 1.000 | RONG +0.035,0.0345,0.94,0.87,,,10563.225194999999,21217.1543,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T16:13:09Z,negrisk_buy_all,pro-football-cardinals-vspt-seahawks-season-series-winner,3 o | tong mua 0.959 + phi 0.023 = 0.982 | nhan 1.000 | RONG +0.018,0.0181,0.959,0.913,,,10669.745284,13888.90874,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T16:13:09Z,negrisk_gan_dat,ecb-interest-rates-september-2026-20260616222636097,5 o | mua 0.978 + phi 0.017 -> RONG +0.005 (thieu 0.005),0.0052,0.978,0.906,,,5057.207504,48868.36394,CHUA DANG VAO - chi theo doi
2026-07-23T16:13:09Z,negrisk_gan_dat,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,5 o | mua 1.002 + phi 0.000 -> RONG -0.002 (thieu 0.012),-0.002,1.002,0.964,,,6386.257055,126775.94962,CHUA DANG VAO - chi theo doi
2026-07-23T16:13:09Z,negrisk_gan_dat,pro-football-bengals-vspt-browns-season-series-winner,3 o | mua 0.980 + phi 0.030 -> RONG -0.010 (thieu 0.020),-0.0097,0.98,0.93,,,9441.537813999998,13619.1573,CHUA DANG VAO - chi theo doi
2026-07-23T20:35:16Z,negrisk_buy_all,pro-football-cardinals-vspt-49ers-season-series-winner,3 o | tong mua 0.910 + phi 0.024 = 0.934 | nhan 1.000 | RONG +0.066,0.0656,0.91,0.85,,,9944.870476999999,31317.9895,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T20:35:16Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $65,077, DVOL 38%; mua NO @0.240; RONG +0.063 sau phi",0.0635,,,0.765,0.6837,145.997898,16060.2786,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-23T20:35:16Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $65,077, DVOL 38%; mua NO @0.200; RONG +0.062 sau phi",0.0619,,,0.805,0.7269,4439.941369,21270.435,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-23T20:35:16Z,negrisk_buy_all,pro-football-bengals-vspt-browns-season-series-winner,3 o | tong mua 0.940 + phi 0.029 = 0.969 | nhan 1.000 | RONG +0.031,0.0307,0.94,0.64,,,9597.557161999997,9901.9172,da tru phi taker; kiem tra do sau so lenh + gia con hieu luc
2026-07-23T20:35:16Z,negrisk_gan_dat,uel-haj-paf-2026-07-23,3 o | mua 1.005 + phi 0.003 -> RONG -0.008 (thieu 0.018),-0.0082,1.005,0.989,,,121923.57697499996,186885.89909,CHUA DANG VAO - chi theo doi
2026-07-23T20:35:16Z,negrisk_gan_dat,pro-football-cardinals-vspt-seahawks-season-series-winner,3 o | mua 0.985 + phi 0.024 -> RONG -0.009 (thieu 0.019),-0.0091,0.985,0.923,,,10832.396731,17574.86974,CHUA DANG VAO - chi theo doi
2026-07-24T06:41:01Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $65,427, DVOL 38%; mua NO @0.170; RONG +0.062 sau phi",0.0623,,,0.835,0.7579,175.997898,11475.1837,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T06:41:01Z,crypto_btc,bitcoin-above-64k-on-july-27-2026,"BTC > $64,000 luc 2026-07-27T16:00:00Z; spot $65,427, DVOL 38%; mua NO @0.220; RONG +0.048 sau phi",0.0483,,,0.79,0.7197,114.38976800000002,10031.6303,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T06:41:01Z,crypto_btc,bitcoin-above-68k-on-july-26-2026,"BTC > $68,000 luc 2026-07-26T16:00:00Z; spot $65,427, DVOL 38%; mua YES @0.055; RONG +0.044 sau phi",0.0441,,,0.046,0.1027,1392.2748969999998,19128.12891,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T06:41:01Z,negrisk_gan_dat,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,5 o | mua 1.003 + phi 0.000 -> RONG -0.003 (thieu 0.013),-0.003,1.003,0.976,,,16909.452162,42751.72011,CHUA DANG VAO - chi theo doi
2026-07-24T06:41:01Z,negrisk_gan_dat,atc-dtg-av-2026-07-24,3 o | mua 1.001 + phi 0.007 -> RONG -0.008 (thieu 0.018),-0.0077,1.001,0.971,,,5490.964081,14043.42269,CHUA DANG VAO - chi theo doi
2026-07-24T12:08:30Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $64,968, DVOL 37%; mua NO @0.150; RONG +0.083 sau phi",0.0831,,,0.86,0.758,16456.665312,22627.0075,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T12:08:30Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $64,968, DVOL 37%; mua NO @0.220; RONG +0.074 sau phi",0.0743,,,0.79,0.6937,803.7915989999999,20065.1317,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T12:08:30Z,crypto_btc,bitcoin-above-64k-on-july-27-2026,"BTC > $64,000 luc 2026-07-27T16:00:00Z; spot $64,968, DVOL 37%; mua NO @0.270; RONG +0.056 sau phi",0.056,,,0.735,0.6602,217.389768,16422.6949,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T12:08:30Z,crypto_btc,bitcoin-above-66k-on-july-25-2026,"BTC > $66,000 luc 2026-07-25T16:00:00Z; spot $64,968, DVOL 37%; mua YES @0.160; RONG +0.055 sau phi",0.0554,,,0.155,0.2248,7507.459377000001,22175.7873,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T12:08:30Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,968, DVOL 37%; mua YES @0.220; RONG +0.055 sau phi",0.0554,,,0.215,0.2875,756.8225899999999,20223.0155,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T12:08:30Z,negrisk_gan_dat,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,5 o | mua 1.008 + phi 0.000 -> RONG -0.008 (thieu 0.018),-0.008,1.008,0.976,,,17032.063742000002,124794.24317,CHUA DANG VAO - chi theo doi
2026-07-24T12:08:30Z,negrisk_gan_dat,clacton-by-election-count-binface-vote-20260708142507718,5 o | mua 0.980 + phi 0.030 -> RONG -0.010 (thieu 0.020),-0.0095,0.98,0.893,,,7706.701344,127842.00653,CHUA DANG VAO - chi theo doi
2026-07-24T18:00:52Z,crypto_eth,ethereum-above-1900-on-july-25-2026,"ETH > $1,900 luc 2026-07-25T16:00:00Z; spot $1,864, DVOL 50%; mua YES @0.090; RONG +0.127 sau phi",0.1266,,,0.085,0.2223,2903.4477509999997,19743.6711,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,864, DVOL 50%; mua NO @0.059; RONG +0.110 sau phi",0.1101,,,0.9495,0.827,244.580469,17279.85125,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,124, DVOL 37%; mua YES @0.046; RONG +0.087 sau phi",0.0869,,,0.0455,0.136,5009.104013,21104.53558,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,864, DVOL 50%; mua YES @0.200; RONG +0.084 sau phi",0.0841,,,0.19,0.2953,301.28333,10213.2575,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-62k-on-july-26-2026,"BTC > $62,000 luc 2026-07-26T16:00:00Z; spot $64,124, DVOL 37%; mua NO @0.030; RONG +0.073 sau phi",0.0728,,,0.9705,0.8951,6100.436154,21348.66463,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-62k-on-july-27-2026,"BTC > $62,000 luc 2026-07-27T16:00:00Z; spot $64,124, DVOL 37%; mua NO @0.082; RONG +0.069 sau phi",0.0687,,,0.9185,0.844,4787.333199000001,21826.69548,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,864, DVOL 50%; mua NO @0.150; RONG +0.066 sau phi",0.0659,,,0.87,0.7752,32.88,17173.352,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_eth,ethereum-above-1800-on-july-25-2026,"ETH > $1,800 luc 2026-07-25T16:00:00Z; spot $1,864, DVOL 50%; mua NO @0.022; RONG +0.061 sau phi",0.0608,,,0.9795,0.9157,8040.238623,17529.20896,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $64,124, DVOL 37%; mua YES @0.120; RONG +0.058 sau phi",0.0577,,,0.115,0.1851,819.4508979999999,21422.2574,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $64,124, DVOL 37%; mua NO @0.390; RONG +0.055 sau phi",0.0551,,,0.615,0.5383,27549.669228999992,26147.6782,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-66k-on-july-25-2026,"BTC > $66,000 luc 2026-07-25T16:00:00Z; spot $64,124, DVOL 37%; mua YES @0.011; RONG +0.045 sau phi",0.0455,,,0.0105,0.0572,24813.165187999995,26027.01864,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T18:00:52Z,crypto_btc,bitcoin-above-62k-on-july-28-2026,"BTC > $62,000 luc 2026-07-28T16:00:00Z; spot $64,124, DVOL 37%; mua NO @0.140; RONG +0.044 sau phi",0.0444,,,0.87,0.8072,536.780213,16409.0468,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,858, DVOL 50%; mua YES @0.110; RONG +0.136 sau phi",0.136,,,0.105,0.2529,1052.165187,19122.3506,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,858, DVOL 50%; mua NO @0.046; RONG +0.135 sau phi",0.1349,,,0.958,0.8161,2581.041621,18154.29036,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1900-on-july-25-2026,"ETH > $1,900 luc 2026-07-25T16:00:00Z; spot $1,858, DVOL 50%; mua YES @0.021; RONG +0.134 sau phi",0.1338,,,0.02,0.1562,7148.958906000001,15927.4529,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $64,125, DVOL 37%; mua NO @0.320; RONG +0.121 sau phi",0.1208,,,0.685,0.544,34621.54869399998,24296.0116,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,125, DVOL 37%; mua YES @0.023; RONG +0.101 sau phi",0.1013,,,0.019,0.1259,6534.486244999999,21391.05662,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,858, DVOL 50%; mua NO @0.150; RONG +0.080 sau phi",0.0804,,,0.86,0.7607,30,17201.55,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $64,125, DVOL 37%; mua YES @0.100; RONG +0.073 sau phi",0.073,,,0.095,0.1793,841.1495079999999,20643.978,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_btc,bitcoin-above-62k-on-july-26-2026,"BTC > $62,000 luc 2026-07-26T16:00:00Z; spot $64,125, DVOL 37%; mua NO @0.025; RONG +0.068 sau phi",0.0679,,,0.9755,0.9054,14121.87811,22135.72305,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1800-on-july-25-2026,"ETH > $1,800 luc 2026-07-25T16:00:00Z; spot $1,858, DVOL 50%; mua NO @0.012; RONG +0.067 sau phi",0.0675,,,0.989,0.9197,13469.202471000004,17794.95149,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_btc,bitcoin-above-62k-on-july-27-2026,"BTC > $62,000 luc 2026-07-27T16:00:00Z; spot $64,125, DVOL 37%; mua NO @0.084; RONG +0.060 sau phi",0.06,,,0.9195,0.8506,7702.163020000001,20524.43925,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,crypto_eth,ethereum-above-1900-on-july-27-2026,"ETH > $1,900 luc 2026-07-27T16:00:00Z; spot $1,858, DVOL 50%; mua YES @0.240; RONG +0.043 sau phi",0.0427,,,0.22,0.2955,21.736064,9202.1211,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-24T22:32:37Z,negrisk_gan_dat,bank-of-russia-decision-in-september-20260623013858993,3 o | mua 0.978 + phi 0.019 -> RONG +0.003 (thieu 0.007),0.0028,0.978,0.937,,,11233.595416,20385.54936,CHUA DANG VAO - chi theo doi
2026-07-25T07:30:00Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,855, DVOL 50%; mua YES @0.080; RONG +0.130 sau phi",0.1295,,,0.075,0.2147,1945.7002189999998,16564.2621,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,855, DVOL 50%; mua NO @0.062; RONG +0.099 sau phi",0.0991,,,0.951,0.8348,2904.1007500000005,15889.70529,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,855, DVOL 50%; mua NO @0.150; RONG +0.074 sau phi",0.0739,,,0.87,0.7672,193.79000000000002,15072.793,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-62k-on-july-27-2026,"BTC > $62,000 luc 2026-07-27T16:00:00Z; spot $63,957, DVOL 37%; mua NO @0.075; RONG +0.072 sau phi",0.072,,,0.926,0.8482,8032.220729999999,18901.96594,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $63,957, DVOL 37%; mua YES @0.016; RONG +0.063 sau phi",0.0631,,,0.014,0.0802,10287.57815,21688.37093,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-62k-on-july-26-2026,"BTC > $62,000 luc 2026-07-26T16:00:00Z; spot $63,957, DVOL 37%; mua NO @0.022; RONG +0.063 sau phi",0.0627,,,0.981,0.9138,16211.572184000004,21355.4385,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $63,957, DVOL 37%; mua NO @0.450; RONG +0.058 sau phi",0.0584,,,0.555,0.4743,39529.77597899999,23168.6436,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_eth,ethereum-above-1900-on-july-25-2026,"ETH > $1,900 luc 2026-07-25T16:00:00Z; spot $1,855, DVOL 50%; mua YES @0.014; RONG +0.049 sau phi",0.0489,,,0.0125,0.0638,10474.787338000004,18103.29095,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-62k-on-july-28-2026,"BTC > $62,000 luc 2026-07-28T16:00:00Z; spot $63,957, DVOL 37%; mua NO @0.140; RONG +0.047 sau phi",0.0475,,,0.875,0.8041,588.780209,14951.0938,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $63,957, DVOL 37%; mua YES @0.090; RONG +0.046 sau phi",0.0463,,,0.08,0.1421,6371.986016999999,19389.9993,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T07:30:00Z,negrisk_gan_dat,how-many-ships-transit-the-strait-of-hormuz-week-of-july-20-20260717154058215,5 o | mua 1.002 + phi 0.000 -> RONG -0.002 (thieu 0.012),-0.002,1.002,0.922,,,14832.986503,58902.00952,CHUA DANG VAO - chi theo doi
2026-07-25T12:07:04Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,856, DVOL 51%; mua YES @0.080; RONG +0.118 sau phi",0.1183,,,0.075,0.2034,3477.192212,14793.1135,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,856, DVOL 51%; mua NO @0.031; RONG +0.112 sau phi",0.1116,,,0.9695,0.8553,2803.0789080000004,13936.91555,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_btc,bitcoin-above-64k-on-july-25-2026,"BTC > $64,000 luc 2026-07-25T16:00:00Z; spot $64,013, DVOL 37%; mua NO @0.390; RONG +0.084 sau phi",0.0843,,,0.62,0.5091,54242.525066,18832.2762,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,856, DVOL 51%; mua NO @0.130; RONG +0.083 sau phi",0.0835,,,0.89,0.7786,308.79,13491.2894,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $64,013, DVOL 37%; mua YES @0.070; RONG +0.067 sau phi",0.0666,,,0.065,0.1411,7971.371148,14680.7552,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_btc,bitcoin-above-62k-on-july-27-2026,"BTC > $62,000 luc 2026-07-27T16:00:00Z; spot $64,013, DVOL 37%; mua NO @0.071; RONG +0.061 sau phi",0.0612,,,0.93,0.8632,8603.825796,14371.46843,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,013, DVOL 37%; mua YES @0.018; RONG +0.053 sau phi",0.0532,,,0.015,0.0725,16270.395344999999,17636.5522,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_eth,ethereum-above-1900-on-july-27-2026,"ETH > $1,900 luc 2026-07-27T16:00:00Z; spot $1,856, DVOL 51%; mua YES @0.210; RONG +0.047 sau phi",0.047,,,0.185,0.2686,2052.59,13758.786,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T12:07:04Z,crypto_btc,bitcoin-above-62k-on-july-26-2026,"BTC > $62,000 luc 2026-07-26T16:00:00Z; spot $64,013, DVOL 37%; mua NO @0.022; RONG +0.043 sau phi",0.043,,,0.98,0.9335,19500.646217,16706.4788,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,865, DVOL 51%; mua YES @0.130; RONG +0.101 sau phi",0.1011,,,0.125,0.239,3509.274405,17724.2242,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,865, DVOL 51%; mua NO @0.090; RONG +0.084 sau phi",0.0837,,,0.92,0.8206,320.48,16480.3037,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $64,101, DVOL 38%; mua NO @0.380; RONG +0.075 sau phi",0.0754,,,0.625,0.5281,2778.7425219999996,22893.5407,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,865, DVOL 51%; mua NO @0.026; RONG +0.067 sau phi",0.0667,,,0.979,0.9055,5787.970185000001,17481.79666,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $64,101, DVOL 38%; mua YES @0.080; RONG +0.059 sau phi",0.0585,,,0.075,0.1437,16447.570952,21165.407,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,101, DVOL 38%; mua YES @0.018; RONG +0.048 sau phi",0.0479,,,0.0175,0.0671,24302.987258999998,23245.12346,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T16:11:15Z,crypto_btc,bitcoin-above-62k-on-july-27-2026,"BTC > $62,000 luc 2026-07-27T16:00:00Z; spot $64,101, DVOL 38%; mua NO @0.067; RONG +0.047 sau phi",0.0467,,,0.9335,0.8819,6906.203829999999,20648.84718,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_eth,ethereum-above-1900-on-july-26-2026,"ETH > $1,900 luc 2026-07-26T16:00:00Z; spot $1,872, DVOL 51%; mua YES @0.160; RONG +0.102 sau phi",0.1018,,,0.15,0.2712,4122.8265089999995,18427.9845,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $64,315, DVOL 38%; mua NO @0.280; RONG +0.101 sau phi",0.1008,,,0.725,0.6051,5626.190635999999,24001.4023,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_btc,bitcoin-above-66k-on-july-26-2026,"BTC > $66,000 luc 2026-07-26T16:00:00Z; spot $64,315, DVOL 38%; mua YES @0.008; RONG +0.064 sau phi",0.0639,,,0.007,0.0724,34778.54091899999,26157.23246,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_eth,ethereum-above-1800-on-july-27-2026,"ETH > $1,800 luc 2026-07-27T16:00:00Z; spot $1,872, DVOL 51%; mua NO @0.080; RONG +0.058 sau phi",0.0578,,,0.93,0.857,1700.955,17320.8841,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_btc,bitcoin-above-66k-on-july-27-2026,"BTC > $66,000 luc 2026-07-27T16:00:00Z; spot $64,315, DVOL 38%; mua YES @0.100; RONG +0.056 sau phi",0.0555,,,0.095,0.1618,17146.603974,21154.6265,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T20:14:43Z,crypto_eth,ethereum-above-1800-on-july-26-2026,"ETH > $1,800 luc 2026-07-26T16:00:00Z; spot $1,872, DVOL 51%; mua NO @0.010; RONG +0.044 sau phi",0.0438,,,0.9905,0.9455,4821.041298,17277.78684,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-07-25T23:46:43Z,crypto_btc,bitcoin-above-64k-on-july-26-2026,"BTC > $64,000 luc 2026-07-26T16:00:00Z; spot $64,330, DVOL 38%; mua NO @0.240; RONG +0.126 sau phi",0.1257,,,0.765,0.6216,10445.003435,24913.7571,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
