scan_utc,kind,event_slug,detail,edge,sum_ask,sum_bid,market_prob,model_prob,volume24hr,liquidity,note
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-66k-on-august-11-2026,"BTC > $66,000 luc 2026-08-11T16:00:00Z; spot $64,880, DVOL 34%; mua YES @0.220; RONG +0.069 sau phi",0.0691,,,0.215,0.3011,3750.744116,18669.5189,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_eth,ethereum-above-2000-on-august-10-2026,"ETH > $2,000 luc 2026-08-10T16:00:00Z; spot $1,913, DVOL 47%; mua YES @0.060; RONG +0.069 sau phi",0.0688,,,0.05,0.1327,3272.96,16110.505,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_eth,ethereum-above-2000-on-august-9-2026,"ETH > $2,000 luc 2026-08-09T16:00:00Z; spot $1,913, DVOL 47%; mua YES @0.016; RONG +0.064 sau phi",0.0639,,,0.0105,0.081,7883.128578999999,17420.92324,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-68k-on-august-12-2026,"BTC > $68,000 luc 2026-08-12T16:00:00Z; spot $64,880, DVOL 34%; mua YES @0.040; RONG +0.064 sau phi",0.0638,,,0.035,0.1064,3823.776081,19419.92415,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-62k-on-august-12-2026,"BTC > $62,000 luc 2026-08-12T16:00:00Z; spot $64,880, DVOL 34%; mua NO @0.060; RONG +0.058 sau phi",0.0578,,,0.95,0.8783,1403.9599210000001,19149.7364,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-66k-on-august-12-2026,"BTC > $66,000 luc 2026-08-12T16:00:00Z; spot $64,880, DVOL 34%; mua YES @0.250; RONG +0.057 sau phi",0.0574,,,0.245,0.3206,1068.811101,19619.5452,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-68k-on-august-11-2026,"BTC > $68,000 luc 2026-08-11T16:00:00Z; spot $64,880, DVOL 34%; mua YES @0.024; RONG +0.055 sau phi",0.055,,,0.0175,0.0807,1237.286476,18844.63988,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-62k-on-august-11-2026,"BTC > $62,000 luc 2026-08-11T16:00:00Z; spot $64,880, DVOL 34%; mua NO @0.036; RONG +0.055 sau phi",0.0549,,,0.9715,0.9067,3089.789909,18446.34552,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-68k-on-august-13-2026,"BTC > $68,000 luc 2026-08-13T16:00:00Z; spot $64,880, DVOL 34%; mua YES @0.080; RONG +0.043 sau phi",0.0432,,,0.06,0.1284,807.4371230000002,15739.3169,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_btc,bitcoin-above-64k-on-august-12-2026,"BTC > $64,000 luc 2026-08-12T16:00:00Z; spot $64,880, DVOL 34%; mua NO @0.310; RONG +0.043 sau phi",0.0429,,,0.71,0.6321,277.204906,10775.1464,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,crypto_eth,ethereum-above-1900-on-august-10-2026,"ETH > $1,900 luc 2026-08-10T16:00:00Z; spot $1,913, DVOL 47%; mua NO @0.380; RONG +0.043 sau phi",0.0425,,,0.635,0.561,1225.1953189999997,19560.7798,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-07T23:55:51Z,negrisk_gan_dat,efa-mar2-bor2-2026-08-08,3 o | mua 1.005 + phi 0.001 -> RONG -0.006 (thieu 0.016),-0.0062,1.005,0.987,,,6249.6724,82880.60393,CHUA DANG VAO - chi theo doi
2026-08-07T23:55:51Z,negrisk_gan_dat,july-inflation-us-monthly-20260714151042665,9 o | mua 0.982 + phi 0.028 -> RONG -0.010 (thieu 0.020),-0.0095,0.982,0.856,,,6586.534999,32651.65117,CHUA DANG VAO - chi theo doi
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-64k-on-august-9-2026,"BTC > $64,000 luc 2026-08-09T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.060; RONG +0.208 sau phi",0.2078,,,0.945,0.7282,11706.754348,21387.856,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_eth,ethereum-above-1900-on-august-8-2026,"ETH > $1,900 luc 2026-08-08T16:00:00Z; spot $1,912, DVOL 48%; mua NO @0.160; RONG +0.200 sau phi",0.2002,,,0.845,0.6304,8674.01981,20509.775,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-66k-on-august-9-2026,"BTC > $66,000 luc 2026-08-09T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.037; RONG +0.179 sau phi",0.1792,,,0.0345,0.2187,11972.775036,21235.63798,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-64k-on-august-10-2026,"BTC > $64,000 luc 2026-08-10T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.170; RONG +0.140 sau phi",0.1397,,,0.835,0.6804,2612.077706,21215.8604,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-64k-on-august-8-2026,"BTC > $64,000 luc 2026-08-08T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.017; RONG +0.135 sau phi",0.135,,,0.985,0.8468,80100.59965399999,26208.9726,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-66k-on-august-10-2026,"BTC > $66,000 luc 2026-08-10T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.130; RONG +0.132 sau phi",0.1323,,,0.125,0.2702,3226.64691,19735.7835,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-64k-on-august-11-2026,"BTC > $64,000 luc 2026-08-11T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.230; RONG +0.105 sau phi",0.1048,,,0.775,0.6528,141.869427,19127.8108,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_eth,ethereum-above-1900-on-august-9-2026,"ETH > $1,900 luc 2026-08-09T16:00:00Z; spot $1,912, DVOL 48%; mua NO @0.320; RONG +0.089 sau phi",0.0894,,,0.695,0.5754,1033.611134,17085.3828,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-66k-on-august-11-2026,"BTC > $66,000 luc 2026-08-11T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.200; RONG +0.089 sau phi",0.089,,,0.19,0.3002,4614.035766,18510.1819,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-66k-on-august-8-2026,"BTC > $66,000 luc 2026-08-08T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.014; RONG +0.085 sau phi",0.0852,,,0.0125,0.1001,60176.403359,25646.28457,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_eth,ethereum-above-2000-on-august-9-2026,"ETH > $2,000 luc 2026-08-09T16:00:00Z; spot $1,912, DVOL 48%; mua YES @0.005; RONG +0.067 sau phi",0.0671,,,0.0035,0.0725,11549.644162,18463.6296,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-68k-on-august-12-2026,"BTC > $68,000 luc 2026-08-12T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.040; RONG +0.062 sau phi",0.0624,,,0.035,0.1051,3823.776081,19236.21382,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_eth,ethereum-above-2000-on-august-10-2026,"ETH > $2,000 luc 2026-08-10T16:00:00Z; spot $1,912, DVOL 48%; mua YES @0.060; RONG +0.062 sau phi",0.0619,,,0.053,0.1258,11398.8775,16492.66364,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-66k-on-august-12-2026,"BTC > $66,000 luc 2026-08-12T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.250; RONG +0.057 sau phi",0.0571,,,0.245,0.3202,1021.7911009999998,19670.0704,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-62k-on-august-12-2026,"BTC > $62,000 luc 2026-08-12T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.060; RONG +0.055 sau phi",0.0552,,,0.95,0.8808,1274.1699210000002,18974.5634,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-68k-on-august-11-2026,"BTC > $68,000 luc 2026-08-11T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.025; RONG +0.052 sau phi",0.0521,,,0.0185,0.0788,1237.286476,14044.11564,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-64k-on-august-12-2026,"BTC > $64,000 luc 2026-08-12T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.300; RONG +0.051 sau phi",0.051,,,0.72,0.6343,254.662536,10846.0599,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-62k-on-august-13-2026,"BTC > $62,000 luc 2026-08-13T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.090; RONG +0.048 sau phi",0.0479,,,0.93,0.8564,419.30875000000003,11015.7437,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-68k-on-august-13-2026,"BTC > $68,000 luc 2026-08-13T16:00:00Z; spot $64,886, DVOL 34%; mua YES @0.080; RONG +0.042 sau phi",0.0422,,,0.06,0.1274,807.4371230000002,15778.3907,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T02:26:49Z,crypto_btc,bitcoin-above-62k-on-august-11-2026,"BTC > $62,000 luc 2026-08-11T16:00:00Z; spot $64,886, DVOL 34%; mua NO @0.046; RONG +0.041 sau phi",0.0412,,,0.968,0.9097,3089.789909,18663.99084,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_eth,ethereum-above-1900-on-august-8-2026,"ETH > $1,900 luc 2026-08-08T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.090; RONG +0.210 sau phi",0.2101,,,0.915,0.6942,13205.577863,19144.2611,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-66k-on-august-9-2026,"BTC > $66,000 luc 2026-08-09T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.039; RONG +0.193 sau phi",0.193,,,0.0385,0.2346,12994.72188899994,21882.58371,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-64k-on-august-9-2026,"BTC > $64,000 luc 2026-08-09T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.049; RONG +0.190 sau phi",0.1898,,,0.953,0.7579,15158.237199999941,21030.41003,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-64k-on-august-10-2026,"BTC > $64,000 luc 2026-08-10T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.150; RONG +0.138 sau phi",0.1375,,,0.855,0.7035,2637.30241,21043.5076,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-66k-on-august-10-2026,"BTC > $66,000 luc 2026-08-10T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.150; RONG +0.127 sau phi",0.1273,,,0.145,0.2862,3719.147232,21158.8856,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_eth,ethereum-above-1900-on-august-9-2026,"ETH > $1,900 luc 2026-08-09T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.260; RONG +0.117 sau phi",0.1169,,,0.75,0.6096,1361.413424,18894.978,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-66k-on-august-11-2026,"BTC > $66,000 luc 2026-08-11T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.210; RONG +0.094 sau phi",0.0936,,,0.205,0.3152,4611.378844000001,18857.8014,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-64k-on-august-8-2026,"BTC > $64,000 luc 2026-08-08T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.016; RONG +0.090 sau phi",0.0896,,,0.9855,0.8933,84197.19838999998,28147.67199,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-66k-on-august-8-2026,"BTC > $66,000 luc 2026-08-08T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.017; RONG +0.086 sau phi",0.0855,,,0.014,0.1037,68791.265019,29598.85322,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-64k-on-august-11-2026,"BTC > $64,000 luc 2026-08-11T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.240; RONG +0.075 sau phi",0.0749,,,0.775,0.6724,421.92942700000003,18541.0195,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_eth,ethereum-above-2000-on-august-9-2026,"ETH > $2,000 luc 2026-08-09T16:00:00Z; spot $1,917, DVOL 48%; mua YES @0.005; RONG +0.073 sau phi",0.0727,,,0.0045,0.0781,11549.644162,19209.05254,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-68k-on-august-12-2026,"BTC > $68,000 luc 2026-08-12T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.040; RONG +0.068 sau phi",0.0683,,,0.035,0.111,3823.776081,19214.05093,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-62k-on-august-12-2026,"BTC > $62,000 luc 2026-08-12T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.040; RONG +0.066 sau phi",0.0662,,,0.9645,0.8912,1546.5799210000002,14444.26766,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_eth,ethereum-above-2000-on-august-10-2026,"ETH > $2,000 luc 2026-08-10T16:00:00Z; spot $1,917, DVOL 48%; mua YES @0.072; RONG +0.058 sau phi",0.0583,,,0.071,0.135,32664.208430999995,13286.25623,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-64k-on-august-12-2026,"BTC > $64,000 luc 2026-08-12T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.280; RONG +0.054 sau phi",0.0544,,,0.735,0.6515,254.662536,11097.3604,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-68k-on-august-13-2026,"BTC > $68,000 luc 2026-08-13T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.080; RONG +0.049 sau phi",0.0488,,,0.06,0.1339,807.4371230000002,16093.2844,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-62k-on-august-13-2026,"BTC > $62,000 luc 2026-08-13T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.080; RONG +0.048 sau phi",0.0482,,,0.935,0.8667,390.896991,11236.0948,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-68k-on-august-11-2026,"BTC > $68,000 luc 2026-08-11T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.038; RONG +0.043 sau phi",0.0431,,,0.0245,0.0836,1774.8804759999998,13630.13986,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_eth,ethereum-above-1900-on-august-10-2026,"ETH > $1,900 luc 2026-08-10T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.360; RONG +0.042 sau phi",0.0419,,,0.66,0.582,1225.1953189999997,19466.6527,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-62k-on-august-11-2026,"BTC > $62,000 luc 2026-08-11T16:00:00Z; spot $64,991, DVOL 34%; mua NO @0.037; RONG +0.041 sau phi",0.0407,,,0.973,0.9198,3089.789909,18765.98445,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T04:33:29Z,crypto_btc,bitcoin-above-66k-on-august-12-2026,"BTC > $66,000 luc 2026-08-12T16:00:00Z; spot $64,991, DVOL 34%; mua YES @0.280; RONG +0.040 sau phi",0.0401,,,0.265,0.3342,1021.7911009999998,19695.8476,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_eth,ethereum-above-1900-on-august-8-2026,"ETH > $1,900 luc 2026-08-08T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.070; RONG +0.219 sau phi",0.2194,,,0.935,0.706,13322.065315,12281.1546,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-9-2026,"BTC > $64,000 luc 2026-08-09T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.039; RONG +0.201 sau phi",0.2013,,,0.965,0.7571,16034.387688999941,13778.0404,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-66k-on-august-9-2026,"BTC > $66,000 luc 2026-08-09T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.042; RONG +0.178 sau phi",0.1776,,,0.0415,0.2224,15703.93731999994,14988.4037,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-10-2026,"BTC > $64,000 luc 2026-08-10T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.150; RONG +0.140 sau phi",0.1399,,,0.855,0.7012,2637.30241,13148.1124,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-66k-on-august-10-2026,"BTC > $66,000 luc 2026-08-10T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.150; RONG +0.119 sau phi",0.1185,,,0.145,0.2774,3719.147232,13610.1663,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_eth,ethereum-above-1900-on-august-9-2026,"ETH > $1,900 luc 2026-08-09T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.260; RONG +0.115 sau phi",0.1152,,,0.75,0.6113,1361.413424,9513.5165,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-8-2026,"BTC > $64,000 luc 2026-08-08T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.011; RONG +0.085 sau phi",0.0848,,,0.9895,0.9035,90439.64272199998,21463.66109,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-11-2026,"BTC > $64,000 luc 2026-08-11T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.240; RONG +0.078 sau phi",0.0776,,,0.785,0.6697,425.620784,18655.6727,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-66k-on-august-11-2026,"BTC > $66,000 luc 2026-08-11T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.220; RONG +0.076 sau phi",0.0761,,,0.21,0.3081,4611.378844000001,18905.5671,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-62k-on-august-12-2026,"BTC > $62,000 luc 2026-08-12T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.040; RONG +0.066 sau phi",0.0657,,,0.9645,0.8916,1441.4636430000003,6641.59156,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-68k-on-august-12-2026,"BTC > $68,000 luc 2026-08-12T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.040; RONG +0.063 sau phi",0.0635,,,0.035,0.1061,3823.776081,11193.81187,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_eth,ethereum-above-2000-on-august-9-2026,"ETH > $2,000 luc 2026-08-09T16:00:00Z; spot $1,917, DVOL 48%; mua YES @0.010; RONG +0.063 sau phi",0.0629,,,0.007,0.0736,11826.304162,10297.78369,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-68k-on-august-11-2026,"BTC > $68,000 luc 2026-08-11T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.016; RONG +0.062 sau phi",0.0617,,,0.0155,0.0788,1774.8804759999998,18721.64687,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-66k-on-august-8-2026,"BTC > $66,000 luc 2026-08-08T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.019; RONG +0.061 sau phi",0.0607,,,0.016,0.0811,73036.28432600001,20792.75131,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-62k-on-august-13-2026,"BTC > $62,000 luc 2026-08-13T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.070; RONG +0.059 sau phi",0.0587,,,0.935,0.8668,390.896991,10706.701,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_eth,ethereum-above-2000-on-august-10-2026,"ETH > $2,000 luc 2026-08-10T16:00:00Z; spot $1,917, DVOL 48%; mua YES @0.070; RONG +0.057 sau phi",0.0573,,,0.065,0.1319,32857.34368799999,6784.82535,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-12-2026,"BTC > $64,000 luc 2026-08-12T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.280; RONG +0.057 sau phi",0.0572,,,0.74,0.6487,254.662536,10329.1338,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-64k-on-august-13-2026,"BTC > $64,000 luc 2026-08-13T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.300; RONG +0.052 sau phi",0.0519,,,0.715,0.6334,143.291226,10582.5611,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-62k-on-august-11-2026,"BTC > $62,000 luc 2026-08-11T16:00:00Z; spot $64,961, DVOL 34%; mua NO @0.030; RONG +0.047 sau phi",0.0474,,,0.975,0.9206,3099.789909,13723.8171,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_btc,bitcoin-above-68k-on-august-13-2026,"BTC > $68,000 luc 2026-08-13T16:00:00Z; spot $64,961, DVOL 34%; mua YES @0.080; RONG +0.044 sau phi",0.0441,,,0.06,0.1292,741.814623,12527.6356,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,crypto_eth,ethereum-above-1900-on-august-10-2026,"ETH > $1,900 luc 2026-08-10T16:00:00Z; spot $1,917, DVOL 48%; mua NO @0.360; RONG +0.041 sau phi",0.0413,,,0.65,0.5825,1254.7445929999997,9722.2733,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T06:03:36Z,negrisk_gan_dat,how-many-fed-rate-hikes-in-2026-20260623190717369,6 o | mua 0.978 + phi 0.032 -> RONG -0.010 (thieu 0.020),-0.0098,0.978,0.89,,,6942.200000000001,68412.52564,CHUA DANG VAO - chi theo doi
2026-08-08T07:27:40Z,crypto_eth,ethereum-above-1900-on-august-8-2026,"ETH > $1,900 luc 2026-08-08T16:00:00Z; spot $1,915, DVOL 48%; mua NO @0.060; RONG +0.236 sau phi",0.2364,,,0.945,0.6997,13470.521028,20582.9409,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-64k-on-august-9-2026,"BTC > $64,000 luc 2026-08-09T16:00:00Z; spot $64,963, DVOL 34%; mua NO @0.039; RONG +0.196 sau phi",0.1962,,,0.9625,0.7621,22776.10336899988,21164.84465,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-66k-on-august-9-2026,"BTC > $66,000 luc 2026-08-09T16:00:00Z; spot $64,963, DVOL 34%; mua YES @0.043; RONG +0.172 sau phi",0.1724,,,0.0425,0.2183,17901.984544999945,21198.1202,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-64k-on-august-10-2026,"BTC > $64,000 luc 2026-08-10T16:00:00Z; spot $64,963, DVOL 34%; mua NO @0.170; RONG +0.116 sau phi",0.1163,,,0.845,0.7038,2968.64241,22349.8858,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_eth,ethereum-above-1900-on-august-9-2026,"ETH > $1,900 luc 2026-08-09T16:00:00Z; spot $1,915, DVOL 48%; mua NO @0.270; RONG +0.115 sau phi",0.1146,,,0.75,0.6016,1687.731099,18291.8182,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-66k-on-august-10-2026,"BTC > $66,000 luc 2026-08-10T16:00:00Z; spot $64,963, DVOL 34%; mua YES @0.170; RONG +0.096 sau phi",0.0957,,,0.155,0.2756,3752.4805639999995,20839.6918,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-66k-on-august-11-2026,"BTC > $66,000 luc 2026-08-11T16:00:00Z; spot $64,963, DVOL 34%; mua YES @0.210; RONG +0.085 sau phi",0.0855,,,0.205,0.3071,4639.218844,18870.2254,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
2026-08-08T07:27:40Z,crypto_btc,bitcoin-above-64k-on-august-11-2026,"BTC > $64,000 luc 2026-08-11T16:00:00Z; spot $64,963, DVOL 34%; mua NO @0.240; RONG +0.076 sau phi",0.0759,,,0.78,0.6714,425.620784,18806.4276,mo hinh bo qua skew - tu tham dinh truoc khi vao lenh
