market_slug,event_slug,city,target_date,first_seen_utc,max_ask,last_ask,last_scan_utc
highest-temperature-in-wellington-on-july-18-2026-9c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-10c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-11c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-12c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-13c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-14c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-15c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T12:57:01Z
highest-temperature-in-wellington-on-july-18-2026-16c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:21:09Z
highest-temperature-in-wellington-on-july-18-2026-17c,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-wellington-on-july-18-2026-18corhigher,highest-temperature-in-wellington-on-july-18-2026,wellington,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T12:25:44Z
highest-temperature-in-tokyo-on-july-18-2026-24corbelow,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-25c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-26c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-27c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-28c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-29c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T15:31:41Z
highest-temperature-in-tokyo-on-july-18-2026-30c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.003,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-31c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-32c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-33c,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-tokyo-on-july-18-2026-34corhigher,highest-temperature-in-tokyo-on-july-18-2026,tokyo,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T15:27:00Z
highest-temperature-in-hong-kong-on-july-18-2026-25corbelow,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-26c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-27c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-28c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-29c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-30c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-31c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.003,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-32c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.003,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-33c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-34c,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-hong-kong-on-july-18-2026-35corhigher,highest-temperature-in-hong-kong-on-july-18-2026,hong-kong,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-19T03:22:43Z
highest-temperature-in-shanghai-on-july-18-2026-31corbelow,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-shanghai-on-july-18-2026-32c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-shanghai-on-july-18-2026-33c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-shanghai-on-july-18-2026-34c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-35c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-36c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-37c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T16:31:07Z
highest-temperature-in-shanghai-on-july-18-2026-38c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-39c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-40c,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shanghai-on-july-18-2026-41corhigher,highest-temperature-in-shanghai-on-july-18-2026,shanghai,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-singapore-on-july-18-2026-24corbelow,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-25c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-26c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-27c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-28c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-29c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-30c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-31c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-32c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T17:47:41Z
highest-temperature-in-singapore-on-july-18-2026-33c,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-singapore-on-july-18-2026-34corhigher,highest-temperature-in-singapore-on-july-18-2026,singapore,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:19:24Z
highest-temperature-in-taipei-on-july-18-2026-28corbelow,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-29c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-30c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-31c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-32c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-33c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-34c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-35c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-36c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T17:01:32Z
highest-temperature-in-taipei-on-july-18-2026-37c,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-taipei-on-july-18-2026-38corhigher,highest-temperature-in-taipei-on-july-18-2026,taipei,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chongqing-on-july-18-2026-25corbelow,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chongqing-on-july-18-2026-26c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chongqing-on-july-18-2026-27c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chongqing-on-july-18-2026-28c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chongqing-on-july-18-2026-29c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chongqing-on-july-18-2026-30c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chongqing-on-july-18-2026-31c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chongqing-on-july-18-2026-32c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chongqing-on-july-18-2026-33c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chongqing-on-july-18-2026-34c,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T16:31:07Z
highest-temperature-in-chongqing-on-july-18-2026-35corhigher,highest-temperature-in-chongqing-on-july-18-2026,chongqing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-28corbelow,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-29c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-30c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-31c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T17:03:56Z
highest-temperature-in-beijing-on-july-18-2026-32c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-beijing-on-july-18-2026-33c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-34c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-35c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-36c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-37c,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-beijing-on-july-18-2026-38corhigher,highest-temperature-in-beijing-on-july-18-2026,beijing,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-25corbelow,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-26c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-wuhan-on-july-18-2026-27c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-28c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-wuhan-on-july-18-2026-29c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-30c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-31c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T16:31:07Z
highest-temperature-in-wuhan-on-july-18-2026-32c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.005,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-33c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-wuhan-on-july-18-2026-34c,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-wuhan-on-july-18-2026-35corhigher,highest-temperature-in-wuhan-on-july-18-2026,wuhan,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-30corbelow,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-31c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-32c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-33c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-34c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T16:31:07Z
highest-temperature-in-chengdu-on-july-18-2026-35c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-36c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:28:46Z
highest-temperature-in-chengdu-on-july-18-2026-37c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-38c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-39c,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-chengdu-on-july-18-2026-40corhigher,highest-temperature-in-chengdu-on-july-18-2026,chengdu,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:24:06Z
highest-temperature-in-shenzhen-on-july-18-2026-25corbelow,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-26c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-27c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-28c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-29c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.001,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-30c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.022,0.001,2026-07-18T16:49:51Z
highest-temperature-in-shenzhen-on-july-18-2026-31c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,1.0,1.0,2026-07-18T19:44:51Z
highest-temperature-in-shenzhen-on-july-18-2026-32c,highest-temperature-in-shenzhen-on-july-18-2026,shenzhen,2026-07-18,2026-07-18T11:25:39Z,0.003,0.001,2026-07-18T16:49:51Z
