entry_utc,event_slug,market_slug,city,target_date,lead_days,side,bucket,price,shares,stake,fee,p_model,market_prob,edge,n_members,potential_profit,status,payout,pnl,settle_utc
2026-07-20T10:00:14Z,highest-temperature-in-karachi-on-july-21-2026,highest-temperature-in-karachi-on-july-21-2026-33c,karachi,2026-07-21,1,NO,33°C,0.53,18.87,10.0,0.235,0.032,0.47,0.438,31,8.64,lost,0.0,-10.23,2026-07-22T10:00:07Z
2026-07-20T10:00:14Z,highest-temperature-in-taipei-on-july-21-2026,highest-temperature-in-taipei-on-july-21-2026-33c,taipei,2026-07-21,1,YES,33°C,0.02,500.0,10.0,0.49,0.452,0.02,0.432,31,489.51,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-20T11:00:21Z,highest-temperature-in-jeddah-on-july-20-2026,highest-temperature-in-jeddah-on-july-20-2026-39c,jeddah,2026-07-20,0,NO,39°C,0.24,41.67,10.0,0.38,0.0,0.76,0.76,31,31.29,won,41.67,31.29,2026-07-21T10:00:21Z
2026-07-20T11:00:21Z,highest-temperature-in-manila-on-july-21-2026,highest-temperature-in-manila-on-july-21-2026-33c,manila,2026-07-21,1,NO,33°C,0.53,18.87,10.0,0.235,0.032,0.47,0.438,31,8.64,lost,0.0,-10.23,2026-07-22T10:00:07Z
2026-07-20T11:00:21Z,highest-temperature-in-milan-on-july-20-2026,highest-temperature-in-milan-on-july-20-2026-30c,milan,2026-07-20,0,NO,30°C,0.28,35.71,10.0,0.36,0.29,0.72,0.43,31,25.35,won,35.71,25.35,2026-07-21T10:00:21Z
2026-07-20T11:00:21Z,highest-temperature-in-taipei-on-july-22-2026,highest-temperature-in-taipei-on-july-22-2026-33c,taipei,2026-07-22,2,YES,33°C,0.06,166.67,10.0,0.47,0.484,0.06,0.424,31,156.2,lost,0.0,-10.47,2026-07-23T10:00:12Z
2026-07-20T11:00:21Z,highest-temperature-in-ankara-on-july-21-2026,highest-temperature-in-ankara-on-july-21-2026-33c,ankara,2026-07-21,1,NO,33°C,0.52,19.23,10.0,0.24,0.065,0.48,0.415,31,8.99,lost,0.0,-10.24,2026-07-22T10:00:07Z
2026-07-20T11:00:21Z,highest-temperature-in-tokyo-on-july-22-2026,highest-temperature-in-tokyo-on-july-22-2026-38c,tokyo,2026-07-22,2,YES,38°C,0.039,256.41,10.0,0.4805,0.452,0.039,0.413,31,245.93,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-20T11:00:21Z,highest-temperature-in-qingdao-on-july-22-2026,highest-temperature-in-qingdao-on-july-22-2026-28c,qingdao,2026-07-22,2,YES,28°C,0.14,71.43,10.0,0.43,0.548,0.14,0.408,31,61.0,lost,0.0,-10.43,2026-07-23T10:00:12Z
2026-07-20T11:00:21Z,highest-temperature-in-mexico-city-on-july-20-2026,highest-temperature-in-mexico-city-on-july-20-2026-27c,mexico-city,2026-07-20,0,NO,27°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,lost,0.0,-10.2,2026-07-21T10:00:21Z
2026-07-20T11:00:21Z,highest-temperature-in-panama-city-on-july-21-2026,highest-temperature-in-panama-city-on-july-21-2026-31c,panama-city,2026-07-21,1,NO,31°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,won,16.67,6.47,2026-07-22T10:00:07Z
2026-07-20T11:00:21Z,highest-temperature-in-kuala-lumpur-on-july-22-2026,highest-temperature-in-kuala-lumpur-on-july-22-2026-32c,kuala-lumpur,2026-07-22,2,NO,32°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,won,16.67,6.47,2026-07-23T10:00:12Z
2026-07-20T12:00:08Z,highest-temperature-in-tokyo-on-july-22-2026,highest-temperature-in-tokyo-on-july-22-2026-39corhigher,tokyo,2026-07-22,2,YES,>=39°C,0.022,454.55,10.0,0.489,0.581,0.022,0.559,31,444.06,lost,0.0,-10.49,2026-07-23T10:00:12Z
2026-07-20T12:00:08Z,highest-temperature-in-singapore-on-july-22-2026,highest-temperature-in-singapore-on-july-22-2026-29c,singapore,2026-07-22,2,YES,29°C,0.06,166.67,10.0,0.47,0.613,0.06,0.553,31,156.2,lost,0.0,-10.47,2026-07-23T10:00:12Z
2026-07-20T12:00:08Z,highest-temperature-in-karachi-on-july-22-2026,highest-temperature-in-karachi-on-july-22-2026-32c,karachi,2026-07-22,2,YES,32°C,0.14,71.43,10.0,0.43,0.645,0.14,0.505,31,61.0,lost,0.0,-10.43,2026-07-23T10:00:12Z
2026-07-20T12:00:08Z,highest-temperature-in-houston-on-july-20-2026,highest-temperature-in-houston-on-july-20-2026-100-101f,houston,2026-07-20,0,YES,100-101°F,0.044,227.27,10.0,0.478,0.548,0.044,0.504,31,216.79,lost,0.0,-10.48,2026-07-21T10:00:21Z
2026-07-20T12:00:08Z,highest-temperature-in-austin-on-july-20-2026,highest-temperature-in-austin-on-july-20-2026-96-97f,austin,2026-07-20,0,NO,96-97°F,0.45,22.22,10.0,0.275,0.065,0.55,0.485,31,11.94,lost,0.0,-10.28,2026-07-21T10:00:21Z
2026-07-20T12:00:08Z,highest-temperature-in-istanbul-on-july-20-2026,highest-temperature-in-istanbul-on-july-20-2026-28c,istanbul,2026-07-20,0,NO,28°C,0.07,142.86,10.0,0.465,0.452,0.93,0.478,31,132.4,lost,0.0,-10.46,2026-07-21T10:00:21Z
2026-07-20T12:00:08Z,highest-temperature-in-istanbul-on-july-20-2026,highest-temperature-in-istanbul-on-july-20-2026-29c,istanbul,2026-07-20,0,YES,29°C,0.07,142.86,10.0,0.465,0.548,0.07,0.478,31,132.4,lost,0.0,-10.46,2026-07-21T10:00:21Z
2026-07-20T12:00:08Z,highest-temperature-in-kuala-lumpur-on-july-22-2026,highest-temperature-in-kuala-lumpur-on-july-22-2026-30c,kuala-lumpur,2026-07-22,2,YES,30°C,0.14,71.43,10.0,0.43,0.613,0.14,0.473,31,61.0,lost,0.0,-10.43,2026-07-23T10:00:12Z
2026-07-20T12:00:08Z,highest-temperature-in-warsaw-on-july-20-2026,highest-temperature-in-warsaw-on-july-20-2026-20c,warsaw,2026-07-20,0,NO,20°C,0.45,22.22,10.0,0.275,0.097,0.55,0.453,31,11.94,lost,0.0,-10.28,2026-07-21T10:00:21Z
2026-07-20T12:00:08Z,highest-temperature-in-panama-city-on-july-20-2026,highest-temperature-in-panama-city-on-july-20-2026-29c,panama-city,2026-07-20,0,NO,29°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,lost,0.0,-10.22,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-helsinki-on-july-20-2026,highest-temperature-in-helsinki-on-july-20-2026-21c,helsinki,2026-07-20,0,NO,21°C,0.1,100.0,10.0,0.45,0.0,0.9,0.9,31,89.55,lost,0.0,-10.45,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-amsterdam-on-july-20-2026,highest-temperature-in-amsterdam-on-july-20-2026-20c,amsterdam,2026-07-20,0,NO,20°C,0.17,58.82,10.0,0.415,0.29,0.83,0.54,31,48.41,lost,0.0,-10.41,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-moscow-on-july-20-2026,highest-temperature-in-moscow-on-july-20-2026-26c,moscow,2026-07-20,0,NO,26°C,0.34,29.41,10.0,0.33,0.129,0.66,0.531,31,19.08,lost,0.0,-10.33,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-moscow-on-july-20-2026,highest-temperature-in-moscow-on-july-20-2026-27c,moscow,2026-07-20,0,YES,27°C,0.19,52.63,10.0,0.405,0.677,0.19,0.487,31,42.23,lost,0.0,-10.4,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-amsterdam-on-july-20-2026,highest-temperature-in-amsterdam-on-july-20-2026-21c,amsterdam,2026-07-20,0,YES,21°C,0.15,66.67,10.0,0.425,0.613,0.15,0.463,31,56.25,lost,0.0,-10.43,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-chongqing-on-july-22-2026,highest-temperature-in-chongqing-on-july-22-2026-37c,chongqing,2026-07-22,2,YES,37°C,0.023,434.78,10.0,0.4885,0.484,0.023,0.461,31,424.29,lost,0.0,-10.49,2026-07-23T10:00:12Z
2026-07-20T13:00:23Z,highest-temperature-in-buenos-aires-on-july-20-2026,highest-temperature-in-buenos-aires-on-july-20-2026-12c,buenos-aires,2026-07-20,0,YES,12°C,0.09,111.11,10.0,0.455,0.516,0.09,0.426,31,100.66,lost,0.0,-10.46,2026-07-21T10:00:21Z
2026-07-20T13:00:23Z,highest-temperature-in-hong-kong-on-july-21-2026,highest-temperature-in-hong-kong-on-july-21-2026-32c,hong-kong,2026-07-21,1,YES,32°C,0.13,76.92,10.0,0.435,0.548,0.13,0.418,31,66.48,lost,0.0,-10.44,2026-07-22T10:00:07Z
2026-07-21T10:00:21Z,highest-temperature-in-chengdu-on-july-21-2026,highest-temperature-in-chengdu-on-july-21-2026-38c,chengdu,2026-07-21,0,NO,38°C,0.042,238.1,10.0,0.479,0.0,0.958,0.958,31,227.62,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-21T10:00:21Z,highest-temperature-in-lucknow-on-july-21-2026,highest-temperature-in-lucknow-on-july-21-2026-31c,lucknow,2026-07-21,0,NO,31°C,0.09,111.11,10.0,0.455,0.065,0.91,0.845,31,100.66,lost,0.0,-10.46,2026-07-22T10:00:07Z
2026-07-21T10:00:21Z,highest-temperature-in-chengdu-on-july-23-2026,highest-temperature-in-chengdu-on-july-23-2026-35c,chengdu,2026-07-23,2,YES,35°C,0.021,476.19,10.0,0.4895,0.839,0.021,0.818,31,465.7,open,,,
2026-07-21T10:00:21Z,highest-temperature-in-miami-on-july-22-2026,highest-temperature-in-miami-on-july-22-2026-88-89f,miami,2026-07-22,1,YES,88-89°F,0.042,238.1,10.0,0.479,0.774,0.042,0.732,31,227.62,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-21T10:00:21Z,highest-temperature-in-wellington-on-july-23-2026,highest-temperature-in-wellington-on-july-23-2026-13c,wellington,2026-07-23,2,YES,13°C,0.26,38.46,10.0,0.37,0.935,0.26,0.675,31,28.09,open,,,
2026-07-21T10:00:21Z,highest-temperature-in-kuala-lumpur-on-july-23-2026,highest-temperature-in-kuala-lumpur-on-july-23-2026-30c,kuala-lumpur,2026-07-23,2,YES,30°C,0.048,208.33,10.0,0.476,0.71,0.048,0.662,31,197.85,open,,,
2026-07-21T10:00:21Z,highest-temperature-in-madrid-on-july-21-2026,highest-temperature-in-madrid-on-july-21-2026-37c,madrid,2026-07-21,0,NO,37°C,0.3,33.33,10.0,0.35,0.129,0.7,0.571,31,22.98,lost,0.0,-10.35,2026-07-22T10:00:07Z
2026-07-21T10:00:21Z,highest-temperature-in-austin-on-july-21-2026,highest-temperature-in-austin-on-july-21-2026-100-101f,austin,2026-07-21,0,NO,100-101°F,0.34,29.41,10.0,0.33,0.097,0.66,0.563,31,19.08,lost,0.0,-10.33,2026-07-22T10:00:07Z
2026-07-21T10:00:21Z,highest-temperature-in-panama-city-on-july-22-2026,highest-temperature-in-panama-city-on-july-22-2026-29c,panama-city,2026-07-22,1,YES,29°C,0.15,66.67,10.0,0.425,0.71,0.15,0.56,31,56.25,lost,0.0,-10.43,2026-07-23T10:00:12Z
2026-07-21T10:00:21Z,highest-temperature-in-wellington-on-july-22-2026,highest-temperature-in-wellington-on-july-22-2026-13c,wellington,2026-07-22,1,NO,13°C,0.46,21.74,10.0,0.27,0.0,0.54,0.54,31,11.47,won,21.74,11.47,2026-07-23T10:00:12Z
2026-07-21T11:00:00Z,highest-temperature-in-tel-aviv-on-july-21-2026,highest-temperature-in-tel-aviv-on-july-21-2026-32c,tel-aviv,2026-07-21,0,NO,32°C,0.23,43.48,10.0,0.385,0.0,0.77,0.77,31,33.09,won,43.48,33.09,2026-07-22T10:00:07Z
2026-07-21T11:00:00Z,highest-temperature-in-munich-on-july-21-2026,highest-temperature-in-munich-on-july-21-2026-23c,munich,2026-07-21,0,NO,23°C,0.45,22.22,10.0,0.275,0.0,0.55,0.55,31,11.94,lost,0.0,-10.28,2026-07-22T10:00:07Z
2026-07-21T11:00:00Z,highest-temperature-in-houston-on-july-21-2026,highest-temperature-in-houston-on-july-21-2026-98-99f,houston,2026-07-21,0,NO,98-99°F,0.43,23.26,10.0,0.2851,0.032,0.57,0.538,31,12.97,won,23.26,12.97,2026-07-22T10:00:07Z
2026-07-21T11:00:00Z,highest-temperature-in-munich-on-july-21-2026,highest-temperature-in-munich-on-july-21-2026-21c,munich,2026-07-21,0,YES,21°C,0.061,163.93,10.0,0.4695,0.581,0.061,0.52,31,153.46,lost,0.0,-10.47,2026-07-22T10:00:07Z
2026-07-21T11:00:00Z,highest-temperature-in-miami-on-july-22-2026,highest-temperature-in-miami-on-july-22-2026-92-93f,miami,2026-07-22,1,NO,92-93°F,0.48,20.83,10.0,0.26,0.0,0.52,0.52,31,10.57,lost,0.0,-10.26,2026-07-23T10:00:12Z
2026-07-21T11:00:00Z,highest-temperature-in-helsinki-on-july-21-2026,highest-temperature-in-helsinki-on-july-21-2026-14c,helsinki,2026-07-21,0,NO,14°C,0.16,62.5,10.0,0.42,0.323,0.84,0.517,31,52.08,lost,0.0,-10.42,2026-07-22T10:00:07Z
2026-07-21T11:00:00Z,highest-temperature-in-denver-on-july-22-2026,highest-temperature-in-denver-on-july-22-2026-94forhigher,denver,2026-07-22,1,YES,>=94°F,0.25,40.0,10.0,0.375,0.742,0.25,0.492,31,29.62,open,,,
2026-07-21T11:00:00Z,highest-temperature-in-tel-aviv-on-july-22-2026,highest-temperature-in-tel-aviv-on-july-22-2026-33c,tel-aviv,2026-07-22,1,NO,33°C,0.51,19.61,10.0,0.245,0.0,0.49,0.49,31,9.37,lost,0.0,-10.24,2026-07-23T10:00:12Z
2026-07-21T11:00:00Z,highest-temperature-in-shenzhen-on-july-23-2026,highest-temperature-in-shenzhen-on-july-23-2026-32c,shenzhen,2026-07-23,2,YES,32°C,0.22,45.45,10.0,0.39,0.71,0.22,0.49,31,35.06,open,,,
2026-07-21T11:00:00Z,highest-temperature-in-karachi-on-july-22-2026,highest-temperature-in-karachi-on-july-22-2026-34c,karachi,2026-07-22,1,NO,34°C,0.52,19.23,10.0,0.24,0.0,0.48,0.48,31,8.99,lost,0.0,-10.24,2026-07-23T10:00:12Z
2026-07-21T12:00:21Z,highest-temperature-in-istanbul-on-july-21-2026,highest-temperature-in-istanbul-on-july-21-2026-28c,istanbul,2026-07-21,0,NO,28°C,0.16,62.5,10.0,0.42,0.032,0.84,0.808,31,52.08,lost,0.0,-10.42,2026-07-22T10:00:07Z
2026-07-21T12:00:21Z,highest-temperature-in-chongqing-on-july-23-2026,highest-temperature-in-chongqing-on-july-23-2026-37c,chongqing,2026-07-23,2,YES,37°C,0.028,357.14,10.0,0.486,0.677,0.028,0.649,31,346.65,open,,,
2026-07-21T12:00:21Z,highest-temperature-in-cape-town-on-july-21-2026,highest-temperature-in-cape-town-on-july-21-2026-17c,cape-town,2026-07-21,0,NO,17°C,0.28,35.71,10.0,0.36,0.097,0.72,0.623,31,25.35,won,35.71,25.35,2026-07-22T10:00:07Z
2026-07-21T12:00:21Z,highest-temperature-in-munich-on-july-21-2026,highest-temperature-in-munich-on-july-21-2026-22c,munich,2026-07-21,0,YES,22°C,0.11,90.91,10.0,0.445,0.71,0.11,0.6,31,80.47,lost,0.0,-10.45,2026-07-22T10:00:07Z
2026-07-21T12:00:21Z,highest-temperature-in-seattle-on-july-22-2026,highest-temperature-in-seattle-on-july-22-2026-96-97f,seattle,2026-07-22,1,YES,96-97°F,0.07,142.86,10.0,0.465,0.645,0.07,0.575,31,132.4,lost,0.0,-10.46,2026-07-23T10:00:12Z
2026-07-21T12:00:21Z,highest-temperature-in-manila-on-july-23-2026,highest-temperature-in-manila-on-july-23-2026-32c,manila,2026-07-23,2,YES,32°C,0.19,52.63,10.0,0.405,0.742,0.19,0.552,31,42.23,open,,,
2026-07-21T12:00:21Z,highest-temperature-in-taipei-on-july-23-2026,highest-temperature-in-taipei-on-july-23-2026-32c,taipei,2026-07-23,2,YES,32°C,0.03,333.33,10.0,0.485,0.548,0.03,0.518,31,322.84,open,,,
2026-07-21T12:00:21Z,highest-temperature-in-jeddah-on-july-23-2026,highest-temperature-in-jeddah-on-july-23-2026-39corhigher,jeddah,2026-07-23,2,NO,>=39°C,0.46,21.74,10.0,0.27,0.032,0.54,0.508,31,11.47,open,,,
2026-07-21T12:00:21Z,highest-temperature-in-buenos-aires-on-july-21-2026,highest-temperature-in-buenos-aires-on-july-21-2026-12c,buenos-aires,2026-07-21,0,YES,12°C,0.21,47.62,10.0,0.395,0.71,0.21,0.5,31,37.22,lost,0.0,-10.39,2026-07-22T10:00:07Z
2026-07-21T12:00:21Z,highest-temperature-in-tel-aviv-on-july-23-2026,highest-temperature-in-tel-aviv-on-july-23-2026-34c,tel-aviv,2026-07-23,2,NO,34°C,0.52,19.23,10.0,0.24,0.0,0.48,0.48,31,8.99,open,,,
2026-07-21T13:00:06Z,highest-temperature-in-cape-town-on-july-21-2026,highest-temperature-in-cape-town-on-july-21-2026-18c,cape-town,2026-07-21,0,NO,18°C,0.04,250.0,10.0,0.48,0.0,0.96,0.96,31,239.52,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-amsterdam-on-july-21-2026,highest-temperature-in-amsterdam-on-july-21-2026-23c,amsterdam,2026-07-21,0,YES,23°C,0.025,400.0,10.0,0.4875,0.581,0.025,0.556,31,389.51,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-amsterdam-on-july-21-2026,highest-temperature-in-amsterdam-on-july-21-2026-21c,amsterdam,2026-07-21,0,NO,21°C,0.49,20.41,10.0,0.255,0.032,0.51,0.478,31,10.15,won,20.41,10.15,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-paris-on-july-21-2026,highest-temperature-in-paris-on-july-21-2026-26c,paris,2026-07-21,0,NO,26°C,0.33,30.3,10.0,0.335,0.194,0.67,0.476,31,19.96,lost,0.0,-10.34,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-panama-city-on-july-22-2026,highest-temperature-in-panama-city-on-july-22-2026-28c,panama-city,2026-07-22,1,YES,28°C,0.041,243.9,10.0,0.4795,0.516,0.041,0.475,31,233.42,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-21T13:00:06Z,highest-temperature-in-kuala-lumpur-on-july-22-2026,highest-temperature-in-kuala-lumpur-on-july-22-2026-29c,kuala-lumpur,2026-07-22,1,YES,29°C,0.141,70.92,10.0,0.4295,0.613,0.141,0.472,31,60.49,lost,0.0,-10.43,2026-07-23T10:00:12Z
2026-07-21T13:00:06Z,highest-temperature-in-wellington-on-july-23-2026,highest-temperature-in-wellington-on-july-23-2026-14c,wellington,2026-07-23,2,NO,14°C,0.47,21.28,10.0,0.265,0.065,0.53,0.465,31,11.02,open,,,
2026-07-21T13:00:06Z,highest-temperature-in-seattle-on-july-21-2026,highest-temperature-in-seattle-on-july-21-2026-96-97f,seattle,2026-07-21,0,YES,96-97°F,0.02,500.0,10.0,0.49,0.484,0.02,0.464,31,489.51,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-istanbul-on-july-21-2026,highest-temperature-in-istanbul-on-july-21-2026-30c,istanbul,2026-07-21,0,YES,30°C,0.029,344.83,10.0,0.4855,0.484,0.029,0.455,31,334.34,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-21T13:00:06Z,highest-temperature-in-chongqing-on-july-22-2026,highest-temperature-in-chongqing-on-july-22-2026-40c,chongqing,2026-07-22,1,NO,40°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,lost,0.0,-10.22,2026-07-23T10:00:12Z
2026-07-21T14:00:12Z,highest-temperature-in-warsaw-on-july-21-2026,highest-temperature-in-warsaw-on-july-21-2026-17c,warsaw,2026-07-21,0,NO,17°C,0.13,76.92,10.0,0.435,0.161,0.87,0.709,31,66.48,lost,0.0,-10.44,2026-07-22T10:00:07Z
2026-07-21T14:00:12Z,highest-temperature-in-moscow-on-july-21-2026,highest-temperature-in-moscow-on-july-21-2026-24c,moscow,2026-07-21,0,NO,24°C,0.029,344.83,10.0,0.4855,0.419,0.971,0.552,31,334.34,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-21T14:00:12Z,highest-temperature-in-seattle-on-july-21-2026,highest-temperature-in-seattle-on-july-21-2026-92-93f,seattle,2026-07-21,0,NO,92-93°F,0.51,19.61,10.0,0.245,0.0,0.49,0.49,31,9.37,lost,0.0,-10.24,2026-07-22T10:00:07Z
2026-07-21T14:00:12Z,highest-temperature-in-istanbul-on-july-21-2026,highest-temperature-in-istanbul-on-july-21-2026-29c,istanbul,2026-07-21,0,YES,29°C,0.02,500.0,10.0,0.49,0.484,0.02,0.464,31,489.51,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-21T14:00:12Z,highest-temperature-in-mexico-city-on-july-22-2026,highest-temperature-in-mexico-city-on-july-22-2026-27c,mexico-city,2026-07-22,1,NO,27°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,lost,0.0,-10.22,2026-07-23T10:00:12Z
2026-07-21T14:00:12Z,highest-temperature-in-karachi-on-july-23-2026,highest-temperature-in-karachi-on-july-23-2026-34c,karachi,2026-07-23,2,NO,34°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,open,,,
2026-07-21T14:00:12Z,highest-temperature-in-karachi-on-july-23-2026,highest-temperature-in-karachi-on-july-23-2026-32c,karachi,2026-07-23,2,YES,32°C,0.04,250.0,10.0,0.48,0.484,0.04,0.444,31,239.52,open,,,
2026-07-21T14:00:12Z,highest-temperature-in-hong-kong-on-july-22-2026,highest-temperature-in-hong-kong-on-july-22-2026-31c,hong-kong,2026-07-22,1,YES,31°C,0.3,33.33,10.0,0.35,0.742,0.3,0.442,31,22.98,lost,0.0,-10.35,2026-07-23T10:00:12Z
2026-07-21T14:00:12Z,highest-temperature-in-singapore-on-july-22-2026,highest-temperature-in-singapore-on-july-22-2026-31c,singapore,2026-07-22,1,NO,31°C,0.56,17.86,10.0,0.22,0.0,0.44,0.44,31,7.64,won,17.86,7.64,2026-07-23T10:00:12Z
2026-07-21T14:00:12Z,highest-temperature-in-san-francisco-on-july-21-2026,highest-temperature-in-san-francisco-on-july-21-2026-84-85f,san-francisco,2026-07-21,0,YES,84-85°F,0.208,48.08,10.0,0.396,0.645,0.208,0.437,31,37.68,lost,0.0,-10.4,2026-07-22T10:00:07Z
2026-07-21T15:00:14Z,highest-temperature-in-milan-on-july-21-2026,highest-temperature-in-milan-on-july-21-2026-30c,milan,2026-07-21,0,NO,30°C,0.03,333.33,10.0,0.485,0.258,0.97,0.712,31,322.84,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-21T15:00:14Z,highest-temperature-in-houston-on-july-21-2026,highest-temperature-in-houston-on-july-21-2026-102-103f,houston,2026-07-21,0,YES,102-103°F,0.037,270.27,10.0,0.4815,0.581,0.037,0.544,31,259.79,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-21T15:00:14Z,highest-temperature-in-singapore-on-july-23-2026,highest-temperature-in-singapore-on-july-23-2026-31c,singapore,2026-07-23,2,NO,31°C,0.58,17.24,10.0,0.21,0.0,0.42,0.42,31,7.03,open,,,
2026-07-21T15:00:14Z,highest-temperature-in-guangzhou-on-july-23-2026,highest-temperature-in-guangzhou-on-july-23-2026-34c,guangzhou,2026-07-23,2,YES,34°C,0.24,41.67,10.0,0.38,0.645,0.24,0.405,31,31.29,open,,,
2026-07-21T15:00:14Z,highest-temperature-in-tokyo-on-july-22-2026,highest-temperature-in-tokyo-on-july-22-2026-35c,tokyo,2026-07-22,1,NO,35°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,won,16.67,6.47,2026-07-23T10:00:12Z
2026-07-21T15:00:14Z,highest-temperature-in-taipei-on-july-22-2026,highest-temperature-in-taipei-on-july-22-2026-35c,taipei,2026-07-22,1,NO,35°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,won,16.67,6.47,2026-07-23T10:00:12Z
2026-07-21T15:00:14Z,highest-temperature-in-buenos-aires-on-july-21-2026,highest-temperature-in-buenos-aires-on-july-21-2026-13c,buenos-aires,2026-07-21,0,NO,13°C,0.38,26.32,10.0,0.31,0.226,0.62,0.394,31,16.01,lost,0.0,-10.31,2026-07-22T10:00:07Z
2026-07-21T15:00:14Z,highest-temperature-in-chengdu-on-july-22-2026,highest-temperature-in-chengdu-on-july-22-2026-40c,chengdu,2026-07-22,1,NO,40°C,0.61,16.39,10.0,0.195,0.0,0.39,0.39,31,6.2,won,16.39,6.2,2026-07-23T10:00:12Z
2026-07-21T15:00:14Z,highest-temperature-in-qingdao-on-july-23-2026,highest-temperature-in-qingdao-on-july-23-2026-28c,qingdao,2026-07-23,2,YES,28°C,0.07,142.86,10.0,0.465,0.452,0.07,0.382,31,132.4,open,,,
2026-07-21T15:00:14Z,highest-temperature-in-seattle-on-july-22-2026,highest-temperature-in-seattle-on-july-22-2026-92-93f,seattle,2026-07-22,1,NO,92-93°F,0.62,16.13,10.0,0.19,0.0,0.38,0.38,31,5.94,won,16.13,5.94,2026-07-23T10:00:12Z
2026-07-21T16:00:06Z,highest-temperature-in-amsterdam-on-july-21-2026,highest-temperature-in-amsterdam-on-july-21-2026-22c,amsterdam,2026-07-21,0,NO,22°C,0.043,232.56,10.0,0.4785,0.355,0.957,0.602,31,222.08,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-21T16:00:06Z,highest-temperature-in-paris-on-july-22-2026,highest-temperature-in-paris-on-july-22-2026-26c,paris,2026-07-22,1,NO,26°C,0.51,19.61,10.0,0.245,0.065,0.49,0.425,31,9.37,lost,0.0,-10.24,2026-07-23T10:00:12Z
2026-07-21T16:00:06Z,highest-temperature-in-sao-paulo-on-july-21-2026,highest-temperature-in-sao-paulo-on-july-21-2026-28c,sao-paulo,2026-07-21,0,NO,28°C,0.55,18.18,10.0,0.225,0.032,0.45,0.418,31,7.96,lost,0.0,-10.22,2026-07-22T10:00:07Z
2026-07-21T16:00:06Z,highest-temperature-in-nyc-on-july-21-2026,highest-temperature-in-nyc-on-july-21-2026-80-81f,nyc,2026-07-21,0,NO,80-81°F,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,won,16.67,6.47,2026-07-22T10:00:07Z
2026-07-21T16:00:06Z,highest-temperature-in-cape-town-on-july-22-2026,highest-temperature-in-cape-town-on-july-22-2026-16c,cape-town,2026-07-22,1,YES,16°C,0.45,22.22,10.0,0.275,0.839,0.45,0.389,31,11.94,won,22.22,11.94,2026-07-23T10:00:12Z
2026-07-21T16:00:06Z,highest-temperature-in-london-on-july-21-2026,highest-temperature-in-london-on-july-21-2026-22c,london,2026-07-21,0,NO,22°C,0.523,19.12,10.0,0.2385,0.097,0.477,0.38,31,8.88,lost,0.0,-10.24,2026-07-22T10:00:07Z
2026-07-21T16:00:06Z,highest-temperature-in-kuala-lumpur-on-july-23-2026,highest-temperature-in-kuala-lumpur-on-july-23-2026-33c,kuala-lumpur,2026-07-23,2,NO,33°C,0.62,16.13,10.0,0.19,0.0,0.38,0.38,31,5.94,open,,,
2026-07-21T16:00:06Z,highest-temperature-in-manila-on-july-23-2026,highest-temperature-in-manila-on-july-23-2026-33c,manila,2026-07-23,2,NO,33°C,0.62,16.13,10.0,0.19,0.0,0.38,0.38,31,5.94,open,,,
