entry_utc,event_slug,market_slug,city,target_date,lead_days,side,bucket,price,shares,stake,fee,p_model,market_prob,edge,n_members,potential_profit,status,payout,pnl,settle_utc
2026-07-18T08:11:54Z,highest-temperature-in-san-francisco-on-july-19-2026,highest-temperature-in-san-francisco-on-july-19-2026-66-67f,san-francisco,2026-07-19,1,NO,66-67°F,0.71,14.08,10.0,0.145,0.0,0.29,0.29,31,3.94,won,14.08,3.94,2026-07-20T11:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-36c,taipei,2026-07-20,2,NO,36°C,0.71,14.08,10.0,0.145,0.0,0.29,0.29,31,3.94,won,14.08,3.94,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-chongqing-on-july-20-2026,highest-temperature-in-chongqing-on-july-20-2026-37c,chongqing,2026-07-20,2,NO,37°C,0.71,14.08,10.0,0.145,0.0,0.29,0.29,31,3.94,won,14.08,3.94,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-jeddah-on-july-20-2026,highest-temperature-in-jeddah-on-july-20-2026-40corhigher,jeddah,2026-07-20,2,YES,>=40°C,0.71,14.08,10.0,0.145,1.0,0.71,0.29,31,3.94,won,14.08,3.94,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-san-francisco-on-july-18-2026,highest-temperature-in-san-francisco-on-july-18-2026-68-69f,san-francisco,2026-07-18,0,NO,68-69°F,0.72,13.89,10.0,0.14,0.0,0.28,0.28,31,3.75,won,13.89,3.75,2026-07-19T10:00:24Z
2026-07-18T08:11:54Z,highest-temperature-in-seattle-on-july-19-2026,highest-temperature-in-seattle-on-july-19-2026-76-77f,seattle,2026-07-19,1,NO,76-77°F,0.72,13.89,10.0,0.14,0.0,0.28,0.28,31,3.75,won,13.89,3.75,2026-07-20T11:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-tel-aviv-on-july-20-2026,highest-temperature-in-tel-aviv-on-july-20-2026-35c,tel-aviv,2026-07-20,2,NO,35°C,0.72,13.89,10.0,0.14,0.0,0.28,0.28,31,3.75,won,13.89,3.75,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-30c,toronto,2026-07-18,0,YES,30°C,0.14,71.43,10.0,0.43,0.419,0.14,0.279,31,61.0,lost,0.0,-10.43,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-seattle-on-july-18-2026,highest-temperature-in-seattle-on-july-18-2026-78-79f,seattle,2026-07-18,0,YES,78-79°F,0.14,71.43,10.0,0.43,0.419,0.14,0.279,31,61.0,lost,0.0,-10.43,2026-07-19T10:00:24Z
2026-07-18T08:11:54Z,highest-temperature-in-atlanta-on-july-19-2026,highest-temperature-in-atlanta-on-july-19-2026-96-97f,atlanta,2026-07-19,1,YES,96-97°F,0.078,128.21,10.0,0.461,0.355,0.078,0.277,31,117.75,lost,0.0,-10.46,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-lucknow-on-july-20-2026,highest-temperature-in-lucknow-on-july-20-2026-30c,lucknow,2026-07-20,2,NO,30°C,0.66,15.15,10.0,0.17,0.065,0.34,0.275,31,4.98,won,15.15,4.98,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-dallas-on-july-18-2026,highest-temperature-in-dallas-on-july-18-2026-96-97f,dallas,2026-07-18,0,NO,96-97°F,0.5,20.0,10.0,0.25,0.226,0.5,0.274,31,9.75,lost,0.0,-10.25,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-helsinki-on-july-18-2026,highest-temperature-in-helsinki-on-july-18-2026-22c,helsinki,2026-07-18,0,YES,22°C,0.02,500.0,10.0,0.49,0.29,0.02,0.27,31,489.51,lost,0.0,-10.49,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-kuala-lumpur-on-july-19-2026,highest-temperature-in-kuala-lumpur-on-july-19-2026-32c,kuala-lumpur,2026-07-19,1,NO,32°C,0.73,13.7,10.0,0.135,0.0,0.27,0.27,31,3.56,lost,0.0,-10.13,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-wellington-on-july-20-2026,highest-temperature-in-wellington-on-july-20-2026-12c,wellington,2026-07-20,2,NO,12°C,0.44,22.73,10.0,0.28,0.29,0.56,0.27,31,12.45,lost,0.0,-10.28,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-shenzhen-on-july-20-2026,highest-temperature-in-shenzhen-on-july-20-2026-30c,shenzhen,2026-07-20,2,NO,30°C,0.73,13.7,10.0,0.135,0.0,0.27,0.27,31,3.56,won,13.7,3.56,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-milan-on-july-18-2026,highest-temperature-in-milan-on-july-18-2026-35c,milan,2026-07-18,0,YES,35°C,0.15,66.67,10.0,0.425,0.419,0.15,0.269,31,56.25,lost,0.0,-10.43,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-seattle-on-july-19-2026,highest-temperature-in-seattle-on-july-19-2026-78-79f,seattle,2026-07-19,1,NO,78-79°F,0.57,17.54,10.0,0.215,0.161,0.43,0.269,31,7.32,lost,0.0,-10.21,2026-07-20T11:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-dallas-on-july-19-2026,highest-temperature-in-dallas-on-july-19-2026-98-99f,dallas,2026-07-19,1,NO,98-99°F,0.57,17.54,10.0,0.215,0.161,0.43,0.269,31,7.32,lost,0.0,-10.21,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-houston-on-july-19-2026,highest-temperature-in-houston-on-july-19-2026-100-101f,houston,2026-07-19,1,YES,100-101°F,0.021,476.19,10.0,0.4895,0.29,0.021,0.269,31,465.7,lost,0.0,-10.49,2026-07-20T11:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-seoul-on-july-19-2026,highest-temperature-in-seoul-on-july-19-2026-26c,seoul,2026-07-19,1,YES,26°C,0.12,83.33,10.0,0.44,0.387,0.12,0.267,31,72.89,won,83.33,72.89,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-beijing-on-july-19-2026,highest-temperature-in-beijing-on-july-19-2026-34c,beijing,2026-07-19,1,YES,34°C,0.12,83.33,10.0,0.44,0.387,0.12,0.267,31,72.89,lost,0.0,-10.44,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-madrid-on-july-18-2026,highest-temperature-in-madrid-on-july-18-2026-35c,madrid,2026-07-18,0,YES,35°C,0.057,175.44,10.0,0.4715,0.323,0.057,0.266,31,164.97,lost,0.0,-10.47,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-warsaw-on-july-18-2026,highest-temperature-in-warsaw-on-july-18-2026-26c,warsaw,2026-07-18,0,YES,26°C,0.22,45.45,10.0,0.39,0.484,0.22,0.264,31,35.06,won,45.45,35.06,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-singapore-on-july-19-2026,highest-temperature-in-singapore-on-july-19-2026-33c,singapore,2026-07-19,1,NO,33°C,0.74,13.51,10.0,0.13,0.0,0.26,0.26,31,3.38,won,13.51,3.38,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-38c,chengdu,2026-07-20,2,NO,38°C,0.74,13.51,10.0,0.13,0.0,0.26,0.26,31,3.38,lost,0.0,-10.13,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-39c,chengdu,2026-07-20,2,NO,39°C,0.74,13.51,10.0,0.13,0.0,0.26,0.26,31,3.38,won,13.51,3.38,2026-07-21T10:00:21Z
2026-07-18T08:11:54Z,highest-temperature-in-moscow-on-july-19-2026,highest-temperature-in-moscow-on-july-19-2026-28c,moscow,2026-07-19,1,NO,28°C,0.71,14.08,10.0,0.145,0.032,0.29,0.258,31,3.94,won,14.08,3.94,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-toronto-on-july-18-2026,highest-temperature-in-toronto-on-july-18-2026-29c,toronto,2026-07-18,0,YES,29°C,0.2,50.0,10.0,0.4,0.452,0.2,0.252,31,39.6,lost,0.0,-10.4,2026-07-19T09:00:17Z
2026-07-18T08:11:54Z,highest-temperature-in-shanghai-on-july-19-2026,highest-temperature-in-shanghai-on-july-19-2026-34c,shanghai,2026-07-19,1,NO,34°C,0.75,13.33,10.0,0.125,0.0,0.25,0.25,31,3.21,won,13.33,3.21,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-taipei-on-july-19-2026,highest-temperature-in-taipei-on-july-19-2026-37c,taipei,2026-07-19,1,NO,37°C,0.75,13.33,10.0,0.125,0.0,0.25,0.25,31,3.21,won,13.33,3.21,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-milan-on-july-19-2026,highest-temperature-in-milan-on-july-19-2026-31c,milan,2026-07-19,1,NO,31°C,0.72,13.89,10.0,0.14,0.032,0.28,0.248,31,3.75,won,13.89,3.75,2026-07-20T07:00:15Z
2026-07-18T08:11:54Z,highest-temperature-in-mexico-city-on-july-18-2026,highest-temperature-in-mexico-city-on-july-18-2026-23c,mexico-city,2026-07-18,0,YES,23°C,0.14,71.43,10.0,0.43,0.387,0.14,0.247,31,61.0,lost,0.0,-10.43,2026-07-19T09:00:17Z
2026-07-19T09:00:17Z,highest-temperature-in-wuhan-on-july-19-2026,highest-temperature-in-wuhan-on-july-19-2026-33c,wuhan,2026-07-19,0,NO,33°C,0.024,416.67,10.0,0.488,0.0,0.976,0.976,31,406.18,lost,0.0,-10.49,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-busan-on-july-19-2026,highest-temperature-in-busan-on-july-19-2026-29c,busan,2026-07-19,0,NO,29°C,0.024,416.67,10.0,0.488,0.0,0.976,0.976,31,406.18,lost,0.0,-10.49,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-chengdu-on-july-19-2026,highest-temperature-in-chengdu-on-july-19-2026-37c,chengdu,2026-07-19,0,NO,37°C,0.1,100.0,10.0,0.45,0.0,0.9,0.9,31,89.55,lost,0.0,-10.45,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-tokyo-on-july-21-2026,highest-temperature-in-tokyo-on-july-21-2026-38corhigher,tokyo,2026-07-21,2,YES,>=38°C,0.04,250.0,10.0,0.48,0.839,0.04,0.799,31,239.52,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-chongqing-on-july-21-2026,highest-temperature-in-chongqing-on-july-21-2026-36c,chongqing,2026-07-21,2,YES,36°C,0.024,416.67,10.0,0.488,0.806,0.024,0.782,31,406.18,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-shenzhen-on-july-19-2026,highest-temperature-in-shenzhen-on-july-19-2026-31c,shenzhen,2026-07-19,0,NO,31°C,0.039,256.41,10.0,0.4805,0.226,0.961,0.735,31,245.93,lost,0.0,-10.48,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-32corhigher,beijing,2026-07-20,1,YES,>=32°C,0.247,40.49,10.0,0.3765,0.968,0.247,0.721,31,30.11,lost,0.0,-10.38,2026-07-21T10:00:21Z
2026-07-19T09:00:17Z,highest-temperature-in-taipei-on-july-21-2026,highest-temperature-in-taipei-on-july-21-2026-34c,taipei,2026-07-21,2,YES,34°C,0.1,100.0,10.0,0.45,0.774,0.1,0.674,31,89.55,won,100.0,89.55,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-helsinki-on-july-19-2026,highest-temperature-in-helsinki-on-july-19-2026-20c,helsinki,2026-07-19,0,NO,20°C,0.14,71.43,10.0,0.43,0.194,0.86,0.666,31,61.0,lost,0.0,-10.43,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-manila-on-july-21-2026,highest-temperature-in-manila-on-july-21-2026-31c,manila,2026-07-21,2,YES,31°C,0.05,200.0,10.0,0.475,0.71,0.05,0.66,31,189.53,lost,0.0,-10.47,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-34c,taipei,2026-07-20,1,YES,34°C,0.12,83.33,10.0,0.44,0.774,0.12,0.654,31,72.89,lost,0.0,-10.44,2026-07-21T10:00:21Z
2026-07-19T09:00:17Z,highest-temperature-in-mexico-city-on-july-20-2026,highest-temperature-in-mexico-city-on-july-20-2026-24c,mexico-city,2026-07-20,1,YES,24°C,0.025,400.0,10.0,0.4875,0.677,0.025,0.652,31,389.51,lost,0.0,-10.49,2026-07-21T10:00:21Z
2026-07-19T09:00:17Z,highest-temperature-in-karachi-on-july-19-2026,highest-temperature-in-karachi-on-july-19-2026-32c,karachi,2026-07-19,0,NO,32°C,0.35,28.57,10.0,0.325,0.0,0.65,0.65,31,18.25,lost,0.0,-10.32,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-tel-aviv-on-july-21-2026,highest-temperature-in-tel-aviv-on-july-21-2026-33c,tel-aviv,2026-07-21,2,NO,33°C,0.4,25.0,10.0,0.3,0.0,0.6,0.6,31,14.7,lost,0.0,-10.3,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-busan-on-july-19-2026,highest-temperature-in-busan-on-july-19-2026-31c,busan,2026-07-19,0,YES,31°C,0.021,476.19,10.0,0.4895,0.613,0.021,0.592,31,465.7,lost,0.0,-10.49,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-jeddah-on-july-21-2026,highest-temperature-in-jeddah-on-july-21-2026-44corhigher,jeddah,2026-07-21,2,YES,>=44°C,0.18,55.56,10.0,0.41,0.742,0.18,0.562,31,45.15,won,55.56,45.15,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-cape-town-on-july-21-2026,highest-temperature-in-cape-town-on-july-21-2026-16c,cape-town,2026-07-21,2,YES,16°C,0.29,34.48,10.0,0.355,0.839,0.29,0.549,31,24.12,lost,0.0,-10.36,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-ankara-on-july-21-2026,highest-temperature-in-ankara-on-july-21-2026-34c,ankara,2026-07-21,2,NO,34°C,0.46,21.74,10.0,0.27,0.0,0.54,0.54,31,11.47,won,21.74,11.47,2026-07-22T10:00:07Z
2026-07-19T09:00:17Z,highest-temperature-in-lucknow-on-july-19-2026,highest-temperature-in-lucknow-on-july-19-2026-29c,lucknow,2026-07-19,0,NO,29°C,0.47,21.28,10.0,0.265,0.0,0.53,0.53,31,11.02,lost,0.0,-10.27,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-tel-aviv-on-july-19-2026,highest-temperature-in-tel-aviv-on-july-19-2026-36c,tel-aviv,2026-07-19,0,NO,36°C,0.48,20.83,10.0,0.26,0.0,0.52,0.52,31,10.57,won,20.83,10.57,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-chongqing-on-july-19-2026,highest-temperature-in-chongqing-on-july-19-2026-35c,chongqing,2026-07-19,0,NO,35°C,0.033,303.03,10.0,0.4835,0.452,0.967,0.515,31,292.55,lost,0.0,-10.48,2026-07-20T07:00:15Z
2026-07-19T09:00:17Z,highest-temperature-in-hong-kong-on-july-20-2026,highest-temperature-in-hong-kong-on-july-20-2026-31c,hong-kong,2026-07-20,1,YES,31°C,0.23,43.48,10.0,0.385,0.742,0.23,0.512,31,33.09,lost,0.0,-10.38,2026-07-21T10:00:21Z
2026-07-19T09:00:17Z,highest-temperature-in-miami-on-july-20-2026,highest-temperature-in-miami-on-july-20-2026-92-93f,miami,2026-07-20,1,NO,92-93°F,0.5,20.0,10.0,0.25,0.0,0.5,0.5,31,9.75,lost,0.0,-10.25,2026-07-21T10:00:21Z
2026-07-19T09:00:17Z,highest-temperature-in-shenzhen-on-july-21-2026,highest-temperature-in-shenzhen-on-july-21-2026-32c,shenzhen,2026-07-21,2,YES,32°C,0.22,45.45,10.0,0.39,0.71,0.22,0.49,31,35.06,lost,0.0,-10.39,2026-07-22T10:00:07Z
2026-07-20T07:00:15Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-35c,taipei,2026-07-20,0,NO,35°C,0.025,400.0,10.0,0.4875,0.0,0.975,0.975,31,389.51,lost,0.0,-10.49,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-qingdao-on-july-20-2026,highest-temperature-in-qingdao-on-july-20-2026-29c,qingdao,2026-07-20,0,NO,29°C,0.029,344.83,10.0,0.4855,0.0,0.971,0.971,31,334.34,lost,0.0,-10.49,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-wellington-on-july-22-2026,highest-temperature-in-wellington-on-july-22-2026-12c,wellington,2026-07-22,2,YES,12°C,0.039,256.41,10.0,0.4805,0.935,0.039,0.896,31,245.93,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-20T07:00:15Z,highest-temperature-in-seoul-on-july-20-2026,highest-temperature-in-seoul-on-july-20-2026-26c,seoul,2026-07-20,0,NO,26°C,0.08,125.0,10.0,0.46,0.032,0.92,0.888,31,114.54,won,125.0,114.54,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-miami-on-july-21-2026,highest-temperature-in-miami-on-july-21-2026-88-89f,miami,2026-07-21,1,YES,88-89°F,0.022,454.55,10.0,0.489,0.839,0.022,0.817,31,444.06,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-20T07:00:15Z,highest-temperature-in-hong-kong-on-july-20-2026,highest-temperature-in-hong-kong-on-july-20-2026-29c,hong-kong,2026-07-20,0,NO,29°C,0.19,52.63,10.0,0.405,0.0,0.81,0.81,31,42.23,lost,0.0,-10.4,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-ankara-on-july-20-2026,highest-temperature-in-ankara-on-july-20-2026-34c,ankara,2026-07-20,0,NO,34°C,0.24,41.67,10.0,0.38,0.0,0.76,0.76,31,31.29,won,41.67,31.29,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-29c,kuala-lumpur,2026-07-20,0,NO,29°C,0.25,40.0,10.0,0.375,0.0,0.75,0.75,31,29.62,lost,0.0,-10.38,2026-07-21T10:00:21Z
2026-07-20T07:00:15Z,highest-temperature-in-wellington-on-july-21-2026,highest-temperature-in-wellington-on-july-21-2026-11c,wellington,2026-07-21,1,YES,11°C,0.039,256.41,10.0,0.4805,0.645,0.039,0.606,31,245.93,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-20T07:00:15Z,highest-temperature-in-qingdao-on-july-21-2026,highest-temperature-in-qingdao-on-july-21-2026-28c,qingdao,2026-07-21,1,YES,28°C,0.049,204.08,10.0,0.4755,0.645,0.049,0.596,31,193.6,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-20T08:00:12Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-35c,shanghai,2026-07-20,0,NO,35°C,0.027,370.37,10.0,0.4865,0.0,0.973,0.973,31,359.88,lost,0.0,-10.49,2026-07-21T10:00:21Z
2026-07-20T08:00:12Z,highest-temperature-in-lucknow-on-july-20-2026,highest-temperature-in-lucknow-on-july-20-2026-27c,lucknow,2026-07-20,0,NO,27°C,0.421,23.75,10.0,0.2895,0.0,0.579,0.579,31,13.46,lost,0.0,-10.29,2026-07-21T10:00:21Z
2026-07-20T08:00:12Z,highest-temperature-in-shenzhen-on-july-20-2026,highest-temperature-in-shenzhen-on-july-20-2026-31c,shenzhen,2026-07-20,0,YES,31°C,0.11,90.91,10.0,0.445,0.677,0.11,0.567,31,80.47,lost,0.0,-10.45,2026-07-21T10:00:21Z
2026-07-20T08:00:12Z,highest-temperature-in-lucknow-on-july-22-2026,highest-temperature-in-lucknow-on-july-22-2026-34corhigher,lucknow,2026-07-22,2,YES,>=34°C,0.16,62.5,10.0,0.42,0.71,0.16,0.55,31,52.08,lost,0.0,-10.42,2026-07-23T10:00:12Z
2026-07-20T08:00:12Z,highest-temperature-in-sao-paulo-on-july-20-2026,highest-temperature-in-sao-paulo-on-july-20-2026-26c,sao-paulo,2026-07-20,0,YES,26°C,0.17,58.82,10.0,0.415,0.71,0.17,0.54,31,48.41,lost,0.0,-10.41,2026-07-21T10:00:21Z
2026-07-20T08:00:12Z,highest-temperature-in-wellington-on-july-22-2026,highest-temperature-in-wellington-on-july-22-2026-14c,wellington,2026-07-22,2,NO,14°C,0.49,20.41,10.0,0.255,0.0,0.51,0.51,31,10.15,lost,0.0,-10.26,2026-07-23T10:00:12Z
2026-07-20T08:00:12Z,highest-temperature-in-seattle-on-july-21-2026,highest-temperature-in-seattle-on-july-21-2026-94-95f,seattle,2026-07-21,1,YES,94-95°F,0.04,250.0,10.0,0.48,0.548,0.04,0.508,31,239.52,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-20T08:00:12Z,highest-temperature-in-san-francisco-on-july-21-2026,highest-temperature-in-san-francisco-on-july-21-2026-81forbelow,san-francisco,2026-07-21,1,NO,<=81°F,0.4,25.0,10.0,0.3,0.097,0.6,0.503,31,14.7,won,25.0,14.7,2026-07-22T10:00:07Z
2026-07-20T08:00:12Z,highest-temperature-in-panama-city-on-july-21-2026,highest-temperature-in-panama-city-on-july-21-2026-29c,panama-city,2026-07-21,1,YES,29°C,0.08,125.0,10.0,0.46,0.581,0.08,0.501,31,114.54,lost,0.0,-10.46,2026-07-22T10:00:07Z
2026-07-20T08:00:12Z,highest-temperature-in-tel-aviv-on-july-22-2026,highest-temperature-in-tel-aviv-on-july-22-2026-34c,tel-aviv,2026-07-22,2,NO,34°C,0.5,20.0,10.0,0.25,0.0,0.5,0.5,31,9.75,won,20.0,9.75,2026-07-23T10:00:12Z
2026-07-20T09:00:16Z,highest-temperature-in-shenzhen-on-july-20-2026,highest-temperature-in-shenzhen-on-july-20-2026-29c,shenzhen,2026-07-20,0,NO,29°C,0.06,166.67,10.0,0.47,0.0,0.94,0.94,31,156.2,lost,0.0,-10.47,2026-07-21T10:00:21Z
2026-07-20T09:00:16Z,highest-temperature-in-miami-on-july-21-2026,highest-temperature-in-miami-on-july-21-2026-92-93f,miami,2026-07-21,1,NO,92-93°F,0.5,20.0,10.0,0.25,0.0,0.5,0.5,31,9.75,won,20.0,9.75,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-mexico-city-on-july-21-2026,highest-temperature-in-mexico-city-on-july-21-2026-24c,mexico-city,2026-07-21,1,YES,24°C,0.029,344.83,10.0,0.4855,0.516,0.029,0.487,31,334.34,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-singapore-on-july-21-2026,highest-temperature-in-singapore-on-july-21-2026-30c,singapore,2026-07-21,1,YES,30°C,0.14,71.43,10.0,0.43,0.613,0.14,0.473,31,61.0,lost,0.0,-10.43,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-taipei-on-july-21-2026,highest-temperature-in-taipei-on-july-21-2026-36c,taipei,2026-07-21,1,NO,36°C,0.54,18.52,10.0,0.23,0.0,0.46,0.46,31,8.29,won,18.52,8.29,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-shenzhen-on-july-22-2026,highest-temperature-in-shenzhen-on-july-22-2026-32c,shenzhen,2026-07-22,2,YES,32°C,0.29,34.48,10.0,0.355,0.742,0.29,0.452,31,24.12,lost,0.0,-10.36,2026-07-23T10:00:12Z
2026-07-20T09:00:16Z,highest-temperature-in-houston-on-july-20-2026,highest-temperature-in-houston-on-july-20-2026-96-97f,houston,2026-07-20,0,NO,96-97°F,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,won,18.18,7.96,2026-07-21T10:00:21Z
2026-07-20T09:00:16Z,highest-temperature-in-ankara-on-july-21-2026,highest-temperature-in-ankara-on-july-21-2026-32c,ankara,2026-07-21,1,YES,32°C,0.1,100.0,10.0,0.45,0.548,0.1,0.448,31,89.55,lost,0.0,-10.45,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-kuala-lumpur-on-july-21-2026,highest-temperature-in-kuala-lumpur-on-july-21-2026-30c,kuala-lumpur,2026-07-21,1,YES,30°C,0.04,250.0,10.0,0.48,0.484,0.04,0.444,31,239.52,lost,0.0,-10.48,2026-07-22T10:00:07Z
2026-07-20T09:00:16Z,highest-temperature-in-wellington-on-july-21-2026,highest-temperature-in-wellington-on-july-21-2026-13c,wellington,2026-07-21,1,NO,13°C,0.56,17.86,10.0,0.22,0.0,0.44,0.44,31,7.64,won,17.86,7.64,2026-07-22T10:00:07Z
2026-07-20T10:00:14Z,highest-temperature-in-miami-on-july-20-2026,highest-temperature-in-miami-on-july-20-2026-88-89f,miami,2026-07-20,0,YES,88-89°F,0.029,344.83,10.0,0.4855,0.613,0.029,0.584,31,334.34,lost,0.0,-10.49,2026-07-21T10:00:21Z
2026-07-20T10:00:14Z,highest-temperature-in-lucknow-on-july-21-2026,highest-temperature-in-lucknow-on-july-21-2026-34corhigher,lucknow,2026-07-21,1,YES,>=34°C,0.02,500.0,10.0,0.49,0.516,0.02,0.496,31,489.51,lost,0.0,-10.49,2026-07-22T10:00:07Z
2026-07-20T10:00:14Z,highest-temperature-in-madrid-on-july-20-2026,highest-temperature-in-madrid-on-july-20-2026-36c,madrid,2026-07-20,0,NO,36°C,0.25,40.0,10.0,0.375,0.258,0.75,0.492,31,29.62,lost,0.0,-10.38,2026-07-21T10:00:21Z
2026-07-20T10:00:14Z,highest-temperature-in-san-francisco-on-july-20-2026,highest-temperature-in-san-francisco-on-july-20-2026-70-71f,san-francisco,2026-07-20,0,NO,70-71°F,0.53,18.87,10.0,0.235,0.0,0.47,0.47,31,8.64,lost,0.0,-10.23,2026-07-21T18:00:10Z
2026-07-20T10:00:14Z,highest-temperature-in-manila-on-july-22-2026,highest-temperature-in-manila-on-july-22-2026-32c,manila,2026-07-22,2,YES,32°C,0.21,47.62,10.0,0.395,0.677,0.21,0.467,31,37.22,lost,0.0,-10.39,2026-07-23T10:00:12Z
2026-07-20T10:00:14Z,highest-temperature-in-tel-aviv-on-july-20-2026,highest-temperature-in-tel-aviv-on-july-20-2026-33c,tel-aviv,2026-07-20,0,NO,33°C,0.54,18.52,10.0,0.23,0.0,0.46,0.46,31,8.29,lost,0.0,-10.23,2026-07-21T10:00:21Z
2026-07-20T10:00:14Z,highest-temperature-in-dallas-on-july-20-2026,highest-temperature-in-dallas-on-july-20-2026-100-101f,dallas,2026-07-20,0,NO,100-101°F,0.25,40.0,10.0,0.375,0.29,0.75,0.46,31,29.62,won,40.0,29.62,2026-07-21T10:00:21Z
2026-07-20T10:00:14Z,highest-temperature-in-mexico-city-on-july-21-2026,highest-temperature-in-mexico-city-on-july-21-2026-27c,mexico-city,2026-07-21,1,NO,27°C,0.54,18.52,10.0,0.23,0.0,0.46,0.46,31,8.29,lost,0.0,-10.23,2026-07-22T10:00:07Z
